Player,Status,Pos,labels,X1,X2,g,mp,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Russell Westbrook,Active,PG,Combo Guard,-2.507428364,-1.71035913,668,22786,0.433,11.4,0.813,0.346,0.119,0.165,0.183,0.187,0.461,0.577,0.327,0.398,0.385,0.313,0.188,0.042,424,0.452,0.084,0.305,13,0,11.7,26.9,1.6,5,10.1,21.9,8.8,10.8,0.823,2.5,6.8,9.2,11.8,2.6,0.4,5.8,3.6,33.8,109,105,23.8,0.533,0.399,5.7,14.5,10.2,41.5,2.6,0.7,15.6,32.6,51.1,28.9,80.1,0.169,5.2,1.3,6.5,48.5
Ryan Anderson,Active,PF,3-and-D Wing,0.462977342,0.599080967,556,14708,0.422,16.8,0.48,0.235,0.079,0.055,0.11,0.52,0.467,0.554,0.36,0.356,0.415,0.381,0.448,0.022,120,0.965,0.182,0.391,11,0,8.9,21.1,4.2,11,4.7,10.1,3.8,4.4,0.861,4,6.7,10.7,1.8,1.1,0.7,1.9,3.9,25.8,115,109,17.2,0.56,0.21,8.8,14.9,11.8,5.8,1.1,1.1,7.8,21.9,31.6,10.6,42.2,0.138,2.9,-2.1,0.8,10.4
Ryan Gomes,Inactive,SF,3-and-D Wing,0.348039738,1.233320603,487,13463,0.445,14.2,0.775,0.235,0.089,0.132,0.319,0.225,0.473,0.604,0.353,0.417,0.433,0.349,0.682,0.011,44,0.982,0.395,0.378,15,0,7.3,16.4,1.3,3.7,6,12.7,3.1,3.9,0.799,2.4,6.2,8.6,2.7,1.4,0.3,2.1,3.6,19,107,111,12.5,0.525,0.239,5.3,14.3,9.7,8.6,1.4,0.4,10.5,17.5,11.5,7.9,19.4,0.069,-0.6,-0.7,-1.3,2.3
Ryan Hollins,Inactive,C,Scoring Center,2.672173939,-1.025758019,518,6134,0.584,4.8,0.999,0.586,0.212,0.116,0.085,0.001,0.584,0.72,0.392,0.382,0.4,0,0.713,0.318,338,0,0,0,0,0,5.8,9.9,0,0,5.8,9.9,4.5,7,0.649,3.8,5.7,9.6,1.3,0.8,2.3,3.2,8.7,16,109,109,11,0.62,0.705,8.5,12.8,10.7,3.8,0.8,3.5,19.9,14.1,6,4.4,10.4,0.081,-2.7,0,-2.6,-1
Ryan Kelly,Active,PF,3-and-D Wing,0.196705685,0.610751623,163,3125,0.378,15,0.623,0.19,0.161,0.135,0.137,0.377,0.416,0.607,0.319,0.293,0.385,0.316,0.667,0.037,30,0.951,0.226,0.425,2,0,5.2,13.7,1.6,5.2,3.5,8.5,3.7,4.6,0.797,1.2,6.8,8,3.4,1.3,1.3,1.7,4.9,15.6,103,111,10.5,0.498,0.338,2.6,15.1,8.7,10.2,1.3,2,9.7,15.4,1.5,1.5,3,0.046,-2,-0.3,-2.2,-0.2
Salah Mejri,Active,C,Supporting Center,4.289276312,-0.99287274,107,1302,0.637,3.1,0.981,0.781,0.112,0.023,0.065,0.019,0.645,0.726,0.375,0.8,0.071,0.25,0.721,0.344,70,1,0,0,0,0,5.4,8.5,0,0.2,5.4,8.4,2.5,4.2,0.589,5.5,11.6,17.1,1,1.6,3.9,2.5,8.2,13.4,119,102,15.4,0.645,0.498,11.7,26.7,18.9,2.8,1.6,6.5,19.4,11.6,1.9,2.4,4.3,0.158,-3.3,3.8,0.5,0.8
Sam Dekker,Active,SF,3-and-D Wing,0.766079584,0.979497876,80,1425,0.473,12.6,0.564,0.436,0.098,0.012,0.021,0.436,0.591,0.647,0.357,0.4,0.556,0.321,0.727,0.121,44,0.967,0.353,0.394,3,0,6.8,14.5,2,6.3,4.8,8.2,1.3,2.3,0.559,3.2,6.4,9.6,2.6,1.3,0.7,1.4,2.8,17,115,110,13,0.549,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.8,1.9,1.2,3.1,0.105,-0.4,-0.6,-1,0.3
Sam Young,Inactive,SF,Shooting Wing,-0.520038893,1.068920667,249,3966,0.442,10.7,0.862,0.371,0.163,0.072,0.256,0.138,0.468,0.615,0.33,0.363,0.373,0.28,0.491,0.071,82,0.939,0.411,0.319,3,0,7.4,16.7,0.6,2.3,6.7,14.4,3.5,4.7,0.742,2.1,5.4,7.5,2.4,1.8,0.7,2.7,4.1,18.9,101,107,11.5,0.504,0.284,4.8,12,8.4,7,1.8,1.1,12.5,18.4,1.1,4.1,5.2,0.063,-2.4,-0.4,-2.9,-0.9
Samardo Samuels,Inactive,C,Versatile Forward,1.206998049,0.081974851,109,1722,0.445,6.9,0.992,0.476,0.248,0.066,0.203,0.008,0.449,0.625,0.235,0.371,0.324,0,0.57,0.122,59,0,0.5,0,0,0,7.2,16.1,0,0.1,7.2,16,5,7.6,0.653,4.5,6.6,11.1,1.4,1.1,1.2,3.5,7,19.3,97,110,10.8,0.497,0.472,9.5,15,12.2,4.4,1.2,1.8,15.2,19.8,-0.2,0.8,0.6,0.018,-4.1,-1.7,-5.9,-1.7
Samuel Dalembert,Inactive,C,Supporting Center,4.061951752,-0.986738883,886,21646,0.521,5.8,0.998,0.51,0.205,0.193,0.089,0.002,0.522,0.643,0.387,0.406,0.393,0.083,0.679,0.202,998,1,0.167,0,2,0,6.8,13,0,0,6.8,13,2.9,4.1,0.706,5.5,11.2,16.8,1.1,1.1,3.7,3.1,6.3,16.5,106,102,15.4,0.555,0.313,12.2,25.3,18.7,3.4,1.1,5.6,17.2,15.5,18,33.3,51.3,0.114,-2.7,2,-0.7,7.2
Sasha Pavlovic,Inactive,SG,Shooting Wing,-0.778553961,0.926771445,567,8888,0.404,14.4,0.664,0.285,0.077,0.073,0.229,0.336,0.433,0.591,0.289,0.299,0.327,0.346,0.57,0.043,109,0.935,0.366,0.359,3,0,6.4,15.9,1.8,5.3,4.6,10.5,2,3,0.673,1.1,4.9,6,3.1,1.6,0.6,2.8,6.1,16.7,95,106,8.3,0.485,0.19,2.5,10.8,6.6,9.4,1.6,0.9,13.8,17.2,-2.3,9.3,7,0.038,-2.9,-0.5,-3.4,-3.2
Sasha Vujacic,Active,SG,Shooting Wing,-1.186874843,0.598941751,581,8908,0.39,20,0.474,0.105,0.02,0.05,0.299,0.526,0.415,0.503,0.185,0.304,0.417,0.367,0.686,0.003,7,0.919,0.243,0.384,16,0,6.2,16,3.1,8.4,3.1,7.6,2.4,2.8,0.858,1.2,5.2,6.3,4.3,2,0.2,1.9,5.1,18,108,108,11.5,0.521,0.174,2.6,11.3,7,12.8,1.9,0.3,10,16.6,8.1,7.9,16,0.086,0,-1.1,-1.1,2
Sean Kilpatrick,Active,SG,Shooting Wing,-1.022621662,0.906231483,105,2442,0.424,14.7,0.576,0.267,0.141,0.07,0.096,0.424,0.486,0.606,0.366,0.347,0.429,0.34,0.47,0.01,9,0.791,0.241,0.362,7,0,8.6,20.2,2.9,8.6,5.7,11.6,5.3,6.2,0.856,0.7,6.1,6.8,3.8,1.2,0.2,3.3,3.1,25.4,104,113,13.6,0.553,0.305,1.6,13.3,7.5,12.8,1.2,0.3,12.6,23.6,1.4,1.1,2.5,0.049,-0.5,-2.5,-3,-0.6
Sebastian Telfair,Inactive,PG,Combo Guard,-3.610709064,-1.389114752,564,12149,0.39,14.6,0.713,0.252,0.089,0.1,0.272,0.287,0.419,0.504,0.284,0.382,0.397,0.319,0.219,0,0,0.701,0.253,0.411,17,0,6.7,17.1,1.6,4.9,5.1,12.2,3.2,4.1,0.777,0.7,3.2,3.9,8.5,1.8,0.3,3.7,5.2,18,98,112,10.8,0.478,0.24,1.4,7.2,4.3,25.8,1.8,0.5,16.4,19.5,0,5,5,0.02,-1.6,-2.3,-3.9,-5.8
Semaj Christon,Active,PG,Combo Guard,-2.832578924,-0.609534274,64,973,0.345,14.1,0.717,0.283,0.148,0.148,0.143,0.283,0.406,0.492,0.364,0.364,0.313,0.19,0.308,0.009,1,0.833,0.254,0.188,8,1,3.9,11.2,0.6,3.2,3.3,8.1,0.9,1.6,0.548,1,3.4,4.4,6.6,1.4,0.4,2.2,4,9.2,91,111,5.7,0.387,0.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,-0.7,0.8,0.1,0.006,-5.1,-1.2,-6.3,-1.1
Serge Ibaka,Active,PF,Scoring Center,3.321045106,-0.337775368,603,17521,0.516,11.6,0.859,0.284,0.162,0.144,0.269,0.141,0.54,0.711,0.443,0.473,0.454,0.369,0.733,0.11,591,0.98,0.308,0.349,0,0,8.8,17,0.9,2.4,7.9,14.6,2.5,3.3,0.757,4,8.7,12.8,1.1,0.8,4.1,2.2,4.9,20.9,113,103,17.3,0.567,0.194,9.4,18.7,14.2,3.5,0.8,6.2,10.9,18.1,27.1,25.6,52.7,0.144,-0.8,1.5,0.7,12.1
Sergey Karasev,Inactive,SF,Shooting Wing,-0.45436591,0.935670961,95,1110,0.395,15.9,0.547,0.235,0.111,0.058,0.144,0.453,0.489,0.596,0.519,0.286,0.371,0.282,0.708,0,0,1,0.355,0.256,2,0,4.4,11.2,1.4,5.1,3,6.1,3,3.5,0.842,1.4,5.1,6.5,4,1.5,0.2,2.6,4.3,13.2,101,111,8.7,0.519,0.313,3,11.2,7.1,11.3,1.5,0.3,17.1,13.5,0.3,0.5,0.8,0.036,-2.1,-1.1,-3.1,-0.3
Sergio Rodriguez,Active,PG,Floor General,-4.058881284,-2.587593432,353,5281,0.409,14.8,0.637,0.262,0.118,0.081,0.177,0.363,0.451,0.537,0.428,0.346,0.387,0.337,0.158,0,0,0.673,0.172,0.408,13,0,6.7,16.3,2,5.9,4.7,10.4,1.9,2.6,0.739,1.2,4,5.2,11.7,2.1,0.1,4.9,4.4,17.3,100,111,12.4,0.495,0.158,2.7,9,5.8,35.4,2.1,0.2,21.8,19.4,0.6,3.7,4.3,0.039,-1.2,-2,-3.2,-1.6
Seth Curry,Active,PG,Scoring Wing,-2.388005166,0.467232005,118,2742,0.473,17.4,0.534,0.119,0.133,0.084,0.198,0.466,0.508,0.649,0.524,0.526,0.405,0.432,0.269,0,0,0.755,0.223,0.505,2,0,8.2,17.3,3.5,8.1,4.7,9.3,2.4,2.9,0.844,0.6,3.9,4.5,4.8,1.9,0.2,2.4,3.1,22.3,113,111,15,0.6,0.165,1.4,9,5,15.4,1.9,0.3,11.3,18.9,4,2,6,0.105,1.5,-0.9,0.6,1.8
Shabazz Muhammad,Active,SF,3-and-D Wing,0.549409245,1.133781928,235,4354,0.476,9.7,0.8,0.361,0.247,0.119,0.073,0.2,0.514,0.66,0.432,0.346,0.341,0.322,0.634,0.097,158,0.983,0.406,0.404,1,0,9.9,20.9,1.3,4.2,8.6,16.7,5.4,7.2,0.749,3.1,4.9,8.1,1.6,0.8,0.2,2.1,2.9,26.6,111,115,15.9,0.553,0.343,7.1,11.3,9.2,5.4,0.8,0.4,7.9,22.9,7.2,0.5,7.7,0.085,0.1,-4,-3.9,-2.1
Shabazz Napier,Active,PG,Combo Guard,-3.563676557,-0.722947701,159,2124,0.373,18.3,0.487,0.162,0.062,0.057,0.206,0.513,0.393,0.394,0.289,0.429,0.413,0.354,0.179,0,0,0.703,0.185,0.328,1,0,5.5,14.8,2.7,7.6,2.8,7.2,2.8,3.6,0.767,0.8,4.7,5.5,7.1,2.3,0.2,4.1,3.7,16.4,96,109,10.4,0.503,0.245,1.9,10.5,6.2,20.7,2.3,0.3,19.9,18,-0.5,1.7,1.2,0.027,-1.8,-1.4,-3.2,-0.6
Shane Battier,Inactive,SF,3-and-D Wing,-0.244189015,0.95786328,977,30004,0.437,15.5,0.523,0.218,0.127,0.085,0.093,0.477,0.486,0.587,0.416,0.402,0.42,0.384,0.574,0.016,96,0.971,0.517,0.419,12,0,5.3,12,2.2,5.7,3.1,6.3,2.1,2.8,0.743,2.2,4.9,7.2,3,1.7,1.6,1.5,3.9,14.8,115,105,12.6,0.559,0.236,5,10.8,7.9,8.8,1.7,2.3,10.4,12.9,40.4,35.3,75.7,0.121,1,1.9,2.9,37
Shane Larkin,Inactive,PG,Combo Guard,-2.901331962,-0.882566491,202,4105,0.43,12.8,0.755,0.284,0.157,0.097,0.215,0.245,0.464,0.602,0.405,0.356,0.374,0.328,0.381,0,0,0.709,0.141,0.297,0,0,5.8,13.4,1.1,3.3,4.7,10.2,2,2.6,0.762,0.9,4.1,5,8,2.7,0.3,3.4,4,14.7,100,110,11.6,0.502,0.196,1.9,9.4,5.5,23.7,2.7,0.4,18.7,15.8,0.9,2.2,3,0.035,-1.7,-0.9,-2.6,-0.6
Shannon Brown,Inactive,SG,Shooting Wing,-1.397533103,1.099686944,408,7329,0.42,14.9,0.709,0.278,0.074,0.073,0.284,0.291,0.456,0.631,0.355,0.338,0.34,0.332,0.518,0.062,165,0.815,0.237,0.396,26,3,8.5,20.3,2,5.9,6.6,14.4,3.2,3.9,0.807,1.3,4.1,5.4,3.3,2,0.6,2.7,3.8,22.2,100,107,12.4,0.503,0.194,2.8,9,5.9,10.2,2,0.9,10.9,21.4,1.9,7.2,9.2,0.06,-1.4,-1,-2.3,-0.6
Shaun Livingston,Active,PG,Scoring Wing,-1.675971304,-1.140960341,698,15092,0.483,9.7,0.983,0.268,0.199,0.361,0.155,0.017,0.488,0.631,0.436,0.454,0.389,0.197,0.435,0.072,254,0.692,0.364,0.292,9,0,6.3,13.1,0,0.2,6.3,12.9,2.8,3.6,0.793,1.4,4.5,5.9,7.6,1.8,0.9,3.2,4.4,15.6,106,107,12.6,0.529,0.271,3.2,9.9,6.6,22.6,1.8,1.4,17.8,15.8,11.8,14.3,26.1,0.083,-1.7,0.2,-1.5,1.9
Shavlik Randolph,Inactive,PF,Scoring Center,2.507375743,-0.826352234,146,1202,0.449,3.5,0.979,0.648,0.261,0.031,0.038,0.021,0.456,0.532,0.307,0.222,0.364,0.167,0.531,0.16,40,1,0.167,1,0,0,5.6,12.4,0,0.3,5.5,12.1,3.5,6.4,0.544,6.5,9.2,15.7,1.6,1.9,1.6,2.5,8.3,14.7,102,104,12.6,0.482,0.519,14.8,20.5,17.7,4.6,1.9,2.4,14.3,15.7,0.6,1.6,2.2,0.089,-3.2,-0.1,-3.3,-0.4
Shawn Marion,Inactive,SF,Versatile Forward,1.49541817,1.123511874,1112,38837,0.485,9.9,0.838,0.334,0.217,0.175,0.111,0.162,0.514,0.679,0.423,0.401,0.375,0.332,0.688,0.104,1408,0.973,0.478,0.354,15,0,9.4,19.3,1,3.1,8.3,16.3,3,3.7,0.81,3.5,9.5,13,2.8,2.3,1.6,2.2,3.3,22.7,110,102,18.8,0.542,0.191,7.8,20.5,14.3,9.1,2.3,2.2,9.7,20.4,63.6,61.3,124.9,0.15,1.1,2.1,3.2,52.1
Shawne Williams,Inactive,SF,3-and-D Wing,0.27511039,0.702743447,314,5368,0.403,17,0.496,0.21,0.069,0.048,0.169,0.504,0.469,0.595,0.33,0.377,0.396,0.339,0.552,0.019,28,0.964,0.473,0.378,5,1,6.1,15.2,2.6,7.7,3.5,7.6,1.8,2.4,0.755,2.3,6.6,8.9,2.1,1.2,1.5,1.9,6.2,16.7,103,109,10.5,0.513,0.159,5.2,14.8,9.9,6.4,1.2,2.2,10.2,16,2.6,4.1,6.7,0.06,-1.3,-0.7,-2,0
Shelvin Mack,Active,PG,Combo Guard,-2.88945374,-0.985701833,330,5781,0.426,13.9,0.666,0.234,0.18,0.105,0.148,0.334,0.478,0.615,0.407,0.448,0.367,0.321,0.318,0.001,1,0.697,0.241,0.353,0,0,7.4,17.3,1.9,5.8,5.5,11.5,2.1,2.8,0.748,0.7,4.9,5.6,8.6,1.8,0.1,3.6,3.5,18.7,101,107,12.5,0.505,0.164,1.5,10.7,6.2,26.8,1.8,0.2,16.3,19.6,2,5.4,7.5,0.062,-1.2,-1.3,-2.5,-0.7
Solomon Hill,Active,SF,Shooting Wing,-1.216826577,0.943482267,249,5847,0.4,13.9,0.577,0.321,0.121,0.072,0.063,0.423,0.448,0.532,0.329,0.378,0.326,0.336,0.379,0.053,59,0.979,0.353,0.374,5,0,4.7,11.7,1.7,4.9,3,6.7,2.6,3.2,0.822,1.5,5.7,7.1,3.4,1.5,0.5,2.1,3.8,13.6,103,106,9.5,0.52,0.272,3.2,12.2,7.7,9.9,1.5,0.9,13.8,13.5,2.2,6.6,8.7,0.072,-1.5,1.2,-0.4,2.4
Solomon Jones,Inactive,PF,Supporting Center,2.945824402,-1.1216916,281,3092,0.467,7.2,0.986,0.478,0.144,0.178,0.186,0.014,0.472,0.581,0.387,0.365,0.358,0.111,0.733,0.166,93,1,0,0,0,0,5.1,10.9,0,0.2,5,10.7,4,5.5,0.717,4.3,6.7,11,1.7,1,2.6,2.7,9.3,14.1,104,107,10.2,0.531,0.51,9.6,14.8,12.2,4.9,1,3.8,16.9,13.9,1.7,3.4,5,0.078,-3.6,0.7,-2.9,-0.7
Sonny Weems,Inactive,SG,3-and-D Wing,-0.277158022,0.549121995,183,3335,0.465,12.5,0.892,0.262,0.155,0.136,0.339,0.108,0.487,0.641,0.433,0.373,0.437,0.283,0.646,0.071,73,0.971,0.325,0.385,4,0,7.9,17,0.5,1.8,7.4,15.1,1.9,2.8,0.702,1.4,4.8,6.2,3.9,1.3,0.4,3,4.1,18.2,97,114,10.1,0.501,0.164,3.1,11,7.1,12,1.3,0.6,14.3,18.6,-0.6,0.6,0,0.001,-2.5,-1.7,-4.2,-1.9
Spencer Dinwiddie,Active,PG,Combo Guard,-2.73386073,-1.352177848,105,1948,0.389,13.8,0.665,0.274,0.158,0.128,0.107,0.335,0.438,0.556,0.301,0.328,0.482,0.29,0.19,0.017,9,0.471,0.131,0.435,3,0,5.1,13.1,1.3,4.4,3.8,8.7,4.4,5.6,0.779,0.9,4.8,5.7,7.8,1.6,0.7,2.6,4.8,15.8,107,111,11.8,0.508,0.43,1.9,10.7,6.3,23.7,1.7,1.1,14.5,16.3,1.6,1.4,3,0.074,-1.4,-0.6,-2,0
Spencer Hawes,Active,C,Scoring Center,2.325686604,-0.719624923,684,15541,0.457,11.3,0.809,0.305,0.21,0.121,0.173,0.191,0.482,0.616,0.399,0.396,0.408,0.35,0.667,0.054,251,0.989,0.171,0.354,7,0,8.1,17.6,1.2,3.4,6.9,14.3,2.2,3.1,0.716,3.3,9.5,12.8,4.2,0.9,2.1,3.2,5.6,19.5,101,106,14,0.514,0.175,7.2,21.4,14.2,13.2,0.9,3.3,14.4,19.5,5.5,17.1,22.6,0.07,-1.8,1.1,-0.7,5
Stanley Johnson,Active,SF,Shooting Wing,-1.033532607,1.014379681,150,3058,0.367,14.7,0.628,0.205,0.165,0.121,0.137,0.372,0.406,0.586,0.289,0.419,0.265,0.301,0.346,0.016,13,0.907,0.337,0.372,5,0,5.8,15.9,1.8,5.9,4.1,10,1.9,2.6,0.748,1.6,6.6,8.2,3.7,1.8,0.6,3.1,4.9,15.4,90,106,8,0.451,0.161,3.2,14.9,8.8,10.6,1.8,1,15.2,17.5,-2.7,3.7,1,0.016,-3.4,1.1,-2.3,-0.2
Stephen Curry,Active,PG,Combo Guard,-2.81889293,-0.870204595,574,19897,0.476,17.6,0.546,0.174,0.091,0.078,0.202,0.454,0.507,0.644,0.403,0.448,0.46,0.438,0.305,0.003,24,0.609,0.144,0.512,58,3,11.4,23.9,4.7,10.8,6.6,13,4.9,5.5,0.901,1,5.2,6.2,9.7,2.5,0.3,4.5,3.6,32.4,117,106,23.4,0.616,0.229,2.3,11.3,6.9,32.4,2.5,0.5,14.6,27.3,61.9,22.3,84.2,0.203,6.8,-0.5,6.3,41.8
Stephen Jackson,Inactive,SF,Shooting Wing,-1.440156017,0.688367948,858,27398,0.414,14.5,0.661,0.274,0.1,0.083,0.204,0.339,0.456,0.581,0.362,0.341,0.382,0.333,0.449,0.025,252,0.838,0.229,0.374,30,0,8.7,21,2.4,7.1,6.3,13.9,4.8,6,0.798,1.3,5,6.3,5,2.1,0.6,4.1,3.9,24.6,100,107,14.3,0.519,0.284,2.8,11.1,7,16.4,2.1,0.9,14.6,24.2,9.5,26.6,36.1,0.063,0.4,-0.4,0,13.6
Steve Blake,Inactive,PG,Combo Guard,-3.228508919,-0.859356116,870,20823,0.401,20.1,0.473,0.087,0.056,0.075,0.256,0.527,0.42,0.558,0.325,0.352,0.414,0.383,0.388,0,2,0.865,0.31,0.444,68,1,5.2,13,2.6,6.8,2.6,6.1,1.3,1.6,0.779,0.6,3.9,4.6,8.7,1.5,0.2,3.1,3.2,14.3,106,110,11.1,0.521,0.126,1.4,8.6,5,25.1,1.5,0.2,18.4,14.5,16.6,12.5,29.1,0.067,-0.2,-1.5,-1.8,1.3
Steve Nash,Inactive,PG,Floor General,-4.033743341,-3.31001778,980,32920,0.497,14.8,0.702,0.202,0.112,0.158,0.231,0.298,0.524,0.65,0.446,0.478,0.484,0.432,0.136,0,0,0.494,0.073,0.46,10,0,8.5,17.2,2.3,5.3,6.2,12,4.1,4.5,0.904,0.9,4,4.9,13.8,1.2,0.1,4.7,2.7,23.3,118,111,20,0.605,0.262,1.9,8.6,5.4,41.5,1.2,0.2,19.5,21,113.7,16.1,129.7,0.164,4,-2.7,1.3,31.2
Steve Novak,Active,SF,3-and-D Wing,-0.22350201,1.46796892,467,5657,0.437,23.5,0.221,0.009,0.008,0.016,0.188,0.779,0.463,0.563,0.538,0.429,0.458,0.43,0.807,0,0,0.972,0.287,0.469,1,0,7,15.9,5.3,12.4,1.6,3.5,0.9,1.1,0.877,0.6,4.8,5.5,1.2,0.8,0.4,0.8,3.4,20.2,122,110,12.7,0.616,0.066,1.4,10.9,6,3.8,0.8,0.5,4.4,14.9,11.1,3.4,14.5,0.123,1.7,-2.6,-0.9,1.6
Steven Adams,Active,C,Scoring Center,2.918659199,-0.879920392,311,7371,0.568,3.2,0.998,0.62,0.336,0.036,0.004,0.002,0.569,0.648,0.452,0.367,0.143,0,0.685,0.218,311,0,0,0,2,0,6.4,11.2,0,0,6.4,11.2,3.1,5.4,0.571,5.7,7.8,13.5,1.7,1.4,2.1,2.7,5.7,15.8,114,105,14.8,0.582,0.477,12.9,16.8,14.9,5.1,1.4,3.3,16.6,14,10.3,9.7,19.9,0.13,-0.7,1.6,0.9,5.3
T.J. McConnell,Active,PG,Floor General,-3.769327784,-2.567558866,162,3739,0.465,10.7,0.852,0.274,0.259,0.206,0.114,0.148,0.495,0.603,0.439,0.483,0.387,0.292,0.223,0,0,0.69,0.174,0.36,7,0,5.9,12.7,0.5,1.9,5.4,10.9,1.3,1.7,0.756,1.1,5.5,6.5,11.8,3,0.3,3.9,3.3,13.7,104,108,14,0.507,0.134,2.4,12.5,7.3,37.4,3,0.4,22.4,15.5,2,3.7,5.7,0.073,-1.9,-0.1,-2,0
T.J. Warren,Active,SF,3-and-D Wing,0.274402783,1.074066948,153,3732,0.502,10.4,0.871,0.305,0.221,0.191,0.154,0.129,0.53,0.723,0.452,0.421,0.394,0.312,0.583,0.038,53,0.932,0.508,0.323,6,0,9.6,19.1,0.8,2.5,8.8,16.6,2.3,3.1,0.751,2.9,4.5,7.4,1.9,1.7,0.8,1.5,4.2,22.2,112,112,15.4,0.544,0.161,6.4,10.4,8.3,6.4,1.7,1.4,6.9,19.2,5.4,2.1,7.4,0.095,0,-0.8,-0.8,1.1
Taj Gibson,Active,PF,Scoring Center,2.368700581,-0.187494357,585,14657,0.495,7.4,0.992,0.446,0.197,0.176,0.174,0.008,0.498,0.636,0.397,0.392,0.365,0.114,0.681,0.124,522,0.5,0.457,0.125,7,1,8.1,16.3,0,0.1,8,16.2,3.3,4.8,0.694,4.9,8.2,13.1,2,1.1,2.5,2.6,5.3,19.5,107,102,15.2,0.529,0.296,10.6,17.4,14,6.5,1.1,3.6,12.4,18.2,14.2,23.4,37.6,0.123,-1.9,1.6,-0.2,6.5
Tarik Black,Active,C,Supporting Center,3.340032567,-1.332669497,169,2783,0.542,3.3,0.996,0.68,0.252,0.03,0.034,0.004,0.543,0.64,0.367,0.25,0.174,0.333,0.675,0.231,135,0,0,0,2,0,6.5,12,0,0.1,6.5,12,3,4.9,0.61,5.9,9.6,15.5,1.7,1.1,1.5,2.3,7.3,16,114,109,14.4,0.566,0.405,12.6,21.8,17.1,5.4,1.1,2.5,13.9,14.4,4.1,2.1,6.2,0.107,-1.8,-0.1,-1.9,0.1
Taurean Waller-Prince,Active,SF,3-and-D Wing,-0.108451594,1.101117483,59,981,0.4,12.4,0.642,0.361,0.133,0.095,0.056,0.358,0.443,0.534,0.342,0.259,0.375,0.324,0.63,0.032,7,0.879,0.431,0.341,1,0,5.7,14.3,1.7,5.1,4.1,9.2,3.7,4.7,0.787,1.3,6.6,7.9,2.8,2.2,1.4,3.1,4.8,16.8,96,105,9.8,0.513,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,-0.4,1.5,1.1,0.054,-3.8,1.5,-2.3,-0.1
Tayshaun Prince,Inactive,SF,Shooting Wing,-0.462799381,0.878555515,1017,31576,0.455,12.3,0.846,0.25,0.166,0.144,0.286,0.154,0.47,0.655,0.404,0.374,0.396,0.367,0.553,0.058,545,0.97,0.559,0.408,4,0,7.9,17.3,1,2.7,6.9,14.6,2.6,3.5,0.756,1.9,5.5,7.4,4.1,1,0.9,1.8,2.1,19.4,108,108,13.7,0.513,0.202,4.2,12.2,8.1,12.8,1,1.2,8.8,17.8,35,28,63.1,0.096,-0.1,0.2,0.1,16.6
Terrel Harris,Inactive,SG,3-and-D Wing,-0.161293417,0.742132989,42,455,0.3,13.6,0.573,0.391,0.064,0.036,0.082,0.427,0.397,0.488,0,0.25,0.333,0.17,0.6,0.027,2,1,0.383,0.056,0,0,3.8,12.8,0.9,5.5,2.9,7.3,2.4,3.6,0.677,2.6,6.4,9,4.1,1.3,0.6,4.9,5.9,11.1,76,105,3.5,0.384,0.282,6.1,14.2,10.1,11.2,1.3,0.9,25.4,16.9,-1,0.5,-0.6,-0.059,-5.6,-0.3,-5.9,-0.5
Terrence Jones,Active,PF,Versatile Forward,1.948972502,0.236095082,232,5557,0.501,7.8,0.842,0.464,0.285,0.038,0.055,0.158,0.539,0.693,0.365,0.307,0.308,0.299,0.645,0.128,237,0.946,0.206,0.25,2,0,8.8,17.5,0.8,2.8,7.9,14.7,3.3,5.3,0.622,3.5,8.3,11.8,2.1,1.3,2.4,1.9,3.5,21.6,111,105,17.1,0.546,0.301,8,18.1,13.1,7,1.3,3.8,8.9,19.2,7.8,6.9,14.8,0.128,-0.9,1,0.2,3
Terrence Ross,Active,SF,Shooting Wing,-0.867296545,1.552838217,387,9192,0.423,18.4,0.483,0.121,0.09,0.104,0.168,0.517,0.475,0.65,0.457,0.435,0.385,0.374,0.546,0.05,147,0.924,0.296,0.378,14,1,7.9,18.7,3.6,9.7,4.3,9,1.5,1.9,0.803,0.8,4.9,5.7,2,1.7,0.7,1.8,4,21,105,108,12.1,0.536,0.101,1.9,10.8,6.4,6.4,1.7,1.1,8.4,18.7,6.9,7.7,14.6,0.076,0.3,-1.1,-0.9,2.6
