,X1,X2,labels,Player,Status
0,1.6649767947987062,-0.45998999325021334,Game Manager,A.C. Reid,Active
1,-1.1018044445279955,1.817658831931231,Versatile Forward,A.J. Astroth,Active
2,-1.0624582249762409,1.4049971307581213,Versatile Forward,A.J. Atkinson,Inactive
3,-2.7189927874595234,0.8679124635104168,Offensive Big,A.J. Avery,Inactive
4,-1.8531834330702244,-0.14682061350590658,Scoring Wing,A.J. Cockrell,Inactive
5,1.294798637170482,0.7153229019657141,Swingman,A.J. Davis,Inactive
6,0.36501741541044386,0.36411393003203313,Shooting Wing,A.J. Davis,Active
7,1.9297754796246627,1.209426167615231,Swingman,A.J. Edwards,Inactive
8,1.9505808983996615,-0.6340433202003591,Game Manager,A.J. English,Inactive
9,-4.241994982895583,-1.7475375251299863,Defensive Big,A.J. Hammons,Inactive
10,-2.2611110321986057,-0.35567788327479716,Scoring Wing,A.J. Hardeman,Inactive
11,2.509241642975058,-1.1030666996812277,Game Manager,A.J. Harris,Inactive
12,0.44848536796428773,0.2901154718356357,Shooting Wing,A.J. Hess,Active
13,0.46102515849726855,0.006089754659665645,Shooting Wing,A.J. Jacobson,Active
14,-2.7541548041060664,-0.7365372714094491,Offensive Big,A.J. John,Inactive
15,0.1543160797725701,-0.12588390895612186,Shooting Wing,A.J. Jones,Inactive
16,1.1684531957527393,-0.3839821271605713,Swingman,A.J. Lapray,Inactive
17,2.291627762357888,-1.3103581475801394,Game Manager,A.J. Lynch,Inactive
18,1.9512957367986308,0.6981446573405353,Swingman,A.J. Mathew,Inactive
19,-0.05918497696499981,1.5705741715975854,Shooting Wing,A.J. Merriweather,Active
20,-1.8932501380462503,0.5480812709053592,Versatile Forward,A.J. Pacher,Inactive
21,-2.5825854514269593,0.44346977941636984,Offensive Big,A.J. Patty,Inactive
22,1.1204442936260812,0.13121827784780762,Swingman,A.J. Riley,Inactive
23,-1.743310564670232,-1.146069055403517,Scoring Wing,A.J. Rogers,Inactive
24,3.46227624110593,-0.31476264736189674,Game Manager,A.J. Rompza,Inactive
25,0.4555126928427248,0.35094370727863416,Shooting Wing,A.J. Spencer,Inactive
26,2.366164603648914,-2.327639404892263,Game Manager,A.J. Spencer,Inactive
27,-3.551346303517566,-1.2238755514585418,Defensive Big,A.J. Stewart,Inactive
28,1.456608555697652,0.41417750263477193,Swingman,A.J. Turner,Active
29,2.1244553655447596,-0.08991453958442693,Game Manager,A.J. Walton,Inactive
30,0.845451315752428,0.35108019619568004,Swingman,A'Torri Shine,Inactive
31,-1.5527392182429727,0.8098055178655915,Versatile Forward,A'uston Calhoun,Inactive
32,1.888404807640895,-0.3060682439389344,Game Manager,Aakim Saintil,Inactive
33,3.1802486079645536,-1.2123185539817674,Game Manager,Aakim Saintil,Inactive
34,1.1697194725755822,-0.841703768706802,Swingman,Aalim Moor,Inactive
35,0.8592211078590578,1.0785548302465626,Shooting Wing,Aamahd Walker,Inactive
36,2.347813545680138,-0.9843544583059902,Game Manager,Aaren Edmead,Inactive
37,0.2348069753364195,1.0069830905215522,Shooting Wing,Aaric Armstead,Active
38,-2.5776684663233924,-0.7751597421593429,Offensive Big,Aaric Murray,Inactive
39,1.459364352424837,0.5566963134347674,Swingman,Aaron (Gordo) Castillo,Inactive
40,-2.339662726537175,0.5868801177136934,Offensive Big,Aaron Adeoye,Inactive
41,0.869954693786785,0.16376042295557866,Swingman,Aaron Anderson,Active
42,2.0817015343449072,0.10885713080222098,Game Manager,Aaron Anderson,Inactive
43,-2.382684994589129,1.8557481107655127,Versatile Forward,Aaron Anderson,Inactive
44,-3.0848524657631,0.813458022693667,Offensive Big,Aaron Ariri,Active
45,0.7649467793323802,0.2803772734886911,Swingman,Aaron Armstead,Inactive
46,0.4563006773266765,-0.3507792232456832,Swingman,Aaron Asp,Inactive
47,1.1014304528882028,-1.2160771989735821,Game Manager,Aaron Austin,Inactive
48,1.7934755984514605,-0.39297787797958084,Game Manager,Aaron Bacote,Inactive
49,1.3764941782430185,0.7074892873421696,Swingman,Aaron Bodager,Active
50,-0.05453276671205253,0.7192984639738752,Shooting Wing,Aaron Bowen,Inactive
51,-1.9074939012037904,0.9060424827376292,Versatile Forward,Aaron Bracket,Inactive
52,-0.9258215410871727,0.77259760211125,Versatile Forward,Aaron Brennan,Active
53,2.3292260077695075,-1.051379264816857,Game Manager,Aaron Bright,Inactive
54,-0.1852270879950675,1.8786506277023285,Shooting Wing,Aaron Broussard,Inactive
55,0.5420459548829764,0.674402741280164,Shooting Wing,Aaron Brown,Inactive
56,0.8821901265626616,0.6313899981892539,Swingman,Aaron Brown,Inactive
57,-0.3435946616448618,1.6265495863988235,Shooting Wing,Aaron Brown,Inactive
58,1.50095902241183,-0.8697748311963733,Game Manager,Aaron Calixte,Active
59,0.5894844163914087,0.18323110247104996,Swingman,Aaron Carter,Inactive
60,-0.6249049441108812,1.040430421302054,Shooting Wing,Aaron Cheatum,Inactive
61,-2.0307086549470013,0.1866754689963186,Scoring Wing,Aaron Clayborn,Inactive
62,1.7074030604380384,-0.15796602799164147,Swingman,Aaron Cosby,Inactive
63,2.647176438214566,0.003301351529953113,Game Manager,Aaron Craft,Inactive
64,0.9331289383904736,-0.6260845027644772,Swingman,Aaron Dotson,Inactive
65,-1.7058925774100293,0.6198549970740997,Versatile Forward,Aaron Ellis,Inactive
66,-2.4792672308678947,0.7069111977604864,Offensive Big,Aaron Epps,Active
67,0.40329661333988176,0.5330378115141438,Shooting Wing,Aaron Falzon,Active
