Player,School,Pos,labels,X1,X2,Status,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM
Kyle Anderson,UCLA,Guard,Shooting Wing,0.39464155,0.83497428,Inactive,71,2242,7.7,17.1,0.452,6.8,14.7,0.465,0.9,2.5,0.375,5.7,7.7,0.736,15.8,9.1,3.2,1.5,4.7,3.4,22.1,108.9,93.7,22.6,0.531,0.479,0.143,0.452,991,6.1,25.3,15.9,28,3.2,2.8,18.4,22.2,4.6,4.8,9.3,0.167,3.7,6.3,10
Kyle Barone,Idaho,Center,Offensive Big,-2.621987393,-0.055534641,Inactive,126,3424,9.5,16.2,0.585,9.5,16.1,0.587,0,0.1,0,6.9,9.7,0.711,15.7,2.7,1,2.2,4.3,4.9,25.8,116.4,103.4,22.5,0.621,0.585,0.003,0.597,1370,10.1,21.6,16.1,9.8,1,3.9,17.1,21.8,9.9,3.6,13.5,0.157,2.4,0.7,3.1
Kyle Benton,Portland State,Forward,Offensive Big,-2.676890475,0.699815292,Active,65,1474,7.2,12,0.596,7.2,11.9,0.6,0,0.1,0,4.3,7.6,0.56,16.1,0.9,1.6,2,2.2,5.1,18.6,122.7,96.7,19.7,0.595,0.596,0.007,0.632,478,14.1,16,15.1,2.9,1.6,3.8,12.3,15.2,3.4,2.9,6.3,0.171,-0.9,0.9,0
Kyle Boswell,UC-Santa Barbara,Guard,Game Manager,2.237088326,-0.348224101,Inactive,111,2633,7,16.1,0.437,1.9,4.1,0.466,5.1,12,0.428,3.9,5.3,0.74,3.9,4.3,1.3,0,2.8,4,23.1,119.6,109.6,15.3,0.621,0.596,0.744,0.328,853,0.7,6.6,3.8,14.1,1.3,0,13.1,18.4,6.4,1.5,7.9,0.12,3.9,-3,0.9
Kyle Broekhuis,Air Force,Forward,Shooting Wing,-0.392322544,0.576568412,Active,53,623,3.5,9.8,0.352,2.5,6.3,0.403,0.9,3.6,0.263,2.9,4.3,0.674,10.7,2.6,0.8,0.5,3.7,5.9,10.8,86.5,107.4,6.3,0.453,0.4,0.362,0.438,131,5.9,15.2,10.6,8.5,0.9,1.1,23.5,13.8,-0.2,0.6,0.4,0.024,-4.6,-0.3,-4.9
Kyle Brown,Cornell,Guard,Game Manager,2.911961547,0.860157022,Active,32,66,3.4,15.5,0.222,0.9,1.7,0.5,2.6,13.8,0.188,0.9,1.7,0.5,7.8,2.6,4.3,0,7.8,4.3,10.3,52.8,102,0.3,0.317,0.306,0.889,0.111,13,3.6,11.8,7.7,8,4.3,0,32.2,21.4,-0.3,0.1,-0.2,-0.098,-9.3,-1,-10.3
Kyle Brown,Texas A&amp;M-Corpus Christi,Guard,Game Manager,1.850850729,-1.51487466,Active,27,155,0.7,3.3,0.222,0.7,2.9,0.25,0,0.4,0,4.8,7.3,0.65,3.7,3.7,2.6,0,6.9,6.9,6.2,63.4,106,0.5,0.459,0.222,0.111,2.222,23,3.1,4.5,3.8,9.8,2.6,0,50.7,12,-0.3,0.2,-0.1,-0.028,-8.2,-1.4,-9.6
Kyle Buffkin,Coastal Carolina,Center,Defensive Big,-2.816802318,-1.273299268,Inactive,24,111,1.1,7,0.154,1.1,7,0.154,0,0,0,1.1,4.8,0.222,8.6,0.5,0.5,1.1,4.3,19.3,3.2,42.5,102.7,-7,0.174,0.154,0,0.692,9,7.2,8.9,8.1,1.5,0.6,2.2,31.7,11.5,-0.3,0.2,-0.2,-0.055,-10.8,-0.6,-11.4
Kyle Bullinger,Weber State,Forward,Shooting Wing,0.030721355,1.046438233,Inactive,117,2281,6.7,16.1,0.418,3.8,8.4,0.468,2.8,7.8,0.367,3.9,5.5,0.701,11.4,3.4,1.4,0.2,3.1,6.2,20.1,107.4,103.2,14.5,0.541,0.509,0.495,0.335,758,4.6,18.3,11.6,11.3,1.4,0.4,14.3,19.2,5,3,8,0.11,0.7,-0.6,0.1
Kyle Cain,Arizona State,Forward,Versatile Forward,-2.013899549,1.613155711,Inactive,92,2299,9.6,19.9,0.484,9.4,19,0.492,0.2,0.8,0.281,3.5,5,0.693,16,2,1.3,0.6,4,5.6,22.9,99.8,103.4,16,0.515,0.489,0.042,0.252,843,9,23,16.1,8.1,1.3,1.1,15.2,22.7,2.1,2.8,4.9,0.086,-2.6,-0.8,-3.4
Kyle Carey,Northern Colorado,Guard,Shooting Wing,0.403866921,0.384580277,Active,21,181,5,16.9,0.296,3.8,10.3,0.364,1.3,6.6,0.19,4.1,6.6,0.619,8.8,1.6,1.3,0.3,3.8,6.9,15.4,76.1,106.5,3.7,0.383,0.333,0.389,0.389,47,2.9,14.5,8.5,5.1,1.3,0.6,15.8,20.9,-0.3,0.2,-0.1,-0.015,-9.3,-2.1,-11.4
Kyle Casey,Harvard,Forward,Scoring Wing,-2.229068658,-0.108294977,Inactive,118,2828,9.7,19.4,0.498,8.7,16.3,0.535,1,3.1,0.31,7.1,9.4,0.751,14.4,2.7,1.7,2.8,4.6,8.7,27.4,108.8,92.5,20.5,0.573,0.523,0.161,0.484,1157,7.3,21.9,15,10.1,1.7,4.9,16,24.9,6,6.3,12.3,0.174,-0.2,3.4,3.1
Kyle Cassity,Saint Louis,Guard,Game Manager,2.170417828,-0.484070525,Inactive,131,2753,4.9,12.1,0.391,2.6,4.9,0.496,2.4,7.2,0.318,1.1,1.7,0.655,5.4,6.5,1.9,0.4,3.1,3.3,13.4,101.5,97.1,11.2,0.498,0.485,0.593,0.14,634,0.7,9.9,5.3,21,1.9,0.7,18.8,13.9,1.8,5.1,6.8,0.102,1.8,1.8,3.6
Kyle Castlin,Columbia,Guard,Shooting Wing,-0.012220319,0.944440357,Inactive,59,1276,7.5,16.8,0.45,6,12.4,0.484,1.5,4.4,0.352,5.1,7.1,0.713,9.7,2.5,1.5,0.6,3,4.4,21.7,111.5,105.5,16.2,0.538,0.496,0.26,0.423,433,7.9,10.9,9.4,8.4,1.6,1.2,12.9,20.1,2.6,1.3,3.9,0.122,0.3,-1.4,-1.1
Kyle Clark,Saint Mary's (CA),Forward,Shooting Wing,0.169701398,0.705034471,Active,67,920,5.3,12,0.439,2.2,3.5,0.62,3.1,8.5,0.364,3.4,4.6,0.742,8.9,1.8,1.1,0.7,3,6.6,17,111.8,99.7,11.3,0.6,0.567,0.708,0.386,228,5.4,11.4,8.7,4.6,1.1,1.1,17.5,15.1,1.3,1.5,2.8,0.123,2.1,1.3,3.4
Kyle Clarke,Kennesaw State,Guard,Swingman,1.055986807,-1.126543821,Active,58,1092,5.4,12.5,0.43,5.3,12.2,0.436,0.1,0.3,0.167,2.7,4.1,0.663,5.1,5.7,2,0.4,5.9,5.7,13.5,83,111.3,6.6,0.468,0.432,0.025,0.331,295,3,7.4,5.1,17.1,2,0.7,28.9,17.6,-0.8,0.6,-0.2,-0.006,-6,-1.8,-7.7
Kyle Collinsworth,Brigham Young,Guard,Shooting Wing,0.526288866,0.701566899,Inactive,140,4330,7.9,16.5,0.477,7.5,15.1,0.495,0.4,1.4,0.28,5.6,8.8,0.642,13.3,9,2.9,0.8,4.7,3.8,21.8,111,97.8,21,0.527,0.489,0.083,0.534,2021,7.7,18.2,13,29,2.9,1.4,18.5,21.7,9.7,7.8,17.5,0.161,3.2,4.5,7.7
Kyle Davis,Dayton,Guard,Swingman,1.463855482,0.213710426,Active,134,2980,5.6,11.2,0.496,4.3,6.9,0.621,1.3,4.3,0.3,4.2,6.1,0.685,7.1,5.1,3.2,0.8,2.6,5.8,16.6,114.7,95,15.2,0.589,0.554,0.388,0.545,844,1.6,12.1,7.1,16.8,3.2,1.5,15.7,14.8,5,6.2,11.1,0.149,2.3,4,6.3
Kyle Davis,Southern Utah,Forward,Offensive Big,-2.468350786,0.390145835,Active,107,2505,9,16.7,0.541,8.8,16,0.55,0.3,0.7,0.344,5.7,8.8,0.651,16,2.9,1.3,2.9,4.3,5.2,24,110.4,99.7,20.8,0.575,0.548,0.044,0.524,1024,10.3,20.9,15.8,10.2,1.3,5.5,16.9,21.6,5,4.1,9.1,0.145,0.5,3.1,3.6
Kyle Denning,Iowa,Guard,Swingman,2.238177158,0.555601551,Inactive,35,100,7.1,14.2,0.5,4.1,4.1,1,3,10.1,0.294,1.2,1.2,1,4.1,4.7,1.8,0,3,1.8,18.3,117.1,105.5,14.2,0.621,0.604,0.708,0.083,28,2.3,5.6,4,15.4,1.8,0,16.7,15,0.2,0.1,0.3,0.115,3.4,-1.4,2
Kyle Dobbins,Texas A&amp;M,Guard,Game Manager,4.507373678,-2.136903619,Inactive,35,55,7.7,17.5,0.438,7.7,16.4,0.467,0,1.1,0,12.1,26.3,0.458,4.4,12.1,3.3,0,11,6.6,27.4,83.7,99.4,11.7,0.456,0.438,0.063,1.5,28,4,4.1,4,38.9,3.3,0,26.7,35,-0.1,0.1,0,0.012,-4.7,-1.3,-6
Kyle Downey,Siena,Guard,Swingman,1.016074526,0.08503011,Inactive,111,2074,7.4,18.3,0.407,5.7,12.3,0.476,1.7,6,0.278,2.8,3.5,0.788,7.1,3.9,2,0.3,4.3,4.5,19.3,95.1,103.6,11.7,0.491,0.455,0.346,0.219,654,3.9,10,6.9,14.2,2,0.5,17.7,20.6,1.6,2.5,4.1,0.065,-1.6,-0.4,-2
Kyle Doyle,Georgia Southern,Forward,Versatile Forward,-1.961722334,0.793314043,Inactive,59,986,6.1,13.3,0.461,5.9,12.3,0.475,0.2,0.9,0.267,2.3,5.9,0.381,14.1,1.3,1.8,1.4,4.3,8.6,14.7,88.9,99.2,10.2,0.458,0.47,0.069,0.447,261,10.4,16.3,13.3,4.5,1.8,2.7,21.3,17.4,-0.2,1.7,1.5,0.06,-6.2,0.2,-6
Kyle Dranginis,Gonzaga,Guard,Swingman,0.813645338,0.378850598,Inactive,143,2960,5.1,11,0.465,3.2,5.7,0.567,1.9,5.4,0.357,2,3.1,0.641,9,6,2.3,1,2.8,5.3,14.2,117.9,97.3,14.7,0.566,0.552,0.485,0.279,837,6.2,10.8,8.7,16.6,2.3,1.7,18.5,13.3,5.5,5.5,11,0.149,3.8,4.5,8.2
Kyle Fogg,Arizona,Guard,Swingman,1.64489761,-0.198765963,Inactive,139,2985,6.9,16.9,0.411,3.4,8.5,0.418,3.4,8.4,0.404,5.5,7.2,0.771,6,4.9,1.9,0.6,3.7,4.6,22.6,109.7,102.4,15.7,0.562,0.509,0.486,0.449,1086,1.8,10.1,6.1,16.9,1.9,1.1,15.9,21,7.4,4.1,11.5,0.128,3.6,1.6,5.2
Kyle Foreman,Boston University,Guard,Game Manager,2.899866541,-0.884486012,Active,59,1631,5.5,13.8,0.398,4,8.8,0.454,1.5,5,0.301,3.9,5.1,0.767,5.3,8.7,3.2,0.2,5.5,4.2,16.4,96.3,102.9,12.4,0.506,0.453,0.365,0.372,553,1.5,8.8,5.3,28.6,3.2,0.4,25.4,19.2,0.8,2.2,3,0.074,-2.1,-0.6,-2.7
Kyle Fuller,Vanderbilt,Guard,Game Manager,2.065636975,-0.495842965,Inactive,116,2473,5.8,15.9,0.364,4.3,10.1,0.43,1.5,5.8,0.251,4.8,6.8,0.704,6.4,6.7,1.5,0.1,4.6,3.6,17.8,93.3,103.3,10.5,0.466,0.41,0.367,0.429,761,1.3,10.6,6.1,23.5,1.5,0.2,19.5,20.7,0.8,3,3.7,0.06,-0.7,0.5,-0.2
Kyle Gaillard,William &amp; Mary,Forward,Shooting Wing,0.067996921,0.731482971,Inactive,127,2934,6.1,12.7,0.48,4.4,8,0.551,1.7,4.8,0.36,2.3,3.8,0.599,9.2,3.6,1.2,0.5,2.3,4.9,16.2,111.5,109.6,13.1,0.557,0.547,0.374,0.298,767,4.9,13.1,9.1,11.9,1.2,0.9,13.8,15,4.5,1.7,6.2,0.085,0.8,-1.4,-0.6
Kyle Gonzalez,Radford,Guard,Shooting Wing,-0.43682767,0.115968237,Inactive,24,82,5.8,8.7,0.667,4.3,4.3,1,1.4,4.3,0.333,3.6,6.5,0.556,11.5,2.9,2.2,2.2,5.8,5,16.6,102.4,103.9,15.4,0.707,0.75,0.5,0.75,22,6.8,15.5,11.1,9.1,2.2,3.7,33,14.8,0.1,0.1,0.2,0.086,-1.4,-0.1,-1.5
Kyle Green,Air Force,Guard,Game Manager,1.79670063,-0.208828008,Inactive,54,744,6.4,16.8,0.378,2.4,5.6,0.433,3.9,11.2,0.351,3.4,4.3,0.788,6.4,5.8,2,0.1,4.1,6.1,20.1,101.2,106.3,13,0.532,0.495,0.667,0.259,248,3.4,10.3,6.9,19.1,2,0.2,17.8,20.7,0.9,0.5,1.5,0.08,1.7,-2.2,-0.5
Kyle Griffin,La Salle,Guard,Game Manager,2.231269924,-0.471399972,Inactive,47,320,4.2,13.4,0.336,1.8,6,0.333,2.3,7.4,0.338,1.6,2,0.778,5.6,5.2,1.6,0,3.2,3.4,12.3,91,101.7,7.6,0.47,0.445,0.647,0.151,72,1,9.8,5.4,16.2,1.6,0,20.1,14.7,0.2,0.5,0.7,0.055,-2.8,-1.9,-4.7
Kyle Groothuis,North Florida,Forward,Scoring Wing,-1.101771752,0.150751658,Inactive,94,240,3.3,6.8,0.566,3.3,6.8,0.566,0,0,0,1.8,6.8,0.392,8.4,1,2.3,0.8,2.5,9.4,8.4,79.5,103,5.1,0.527,0.566,0,0.723,35,6.1,10.1,8.1,3.5,2.3,1.2,20.1,11,-0.1,0.3,0.1,0.025,-4.3,2.6,-1.7
Kyle Guice,Illinois-Chicago,Forward,Swingman,1.010071895,-0.117060455,Active,36,508,4.4,11.3,0.387,0.2,0.4,0.5,4.1,10.8,0.382,0.6,1,0.667,8.3,3.4,0.7,0.9,2,5.1,13.5,113.2,105.8,10,0.576,0.571,0.962,0.085,120,1.8,13.9,8.1,11.2,0.7,1.4,14.7,11.9,0.6,0.6,1.2,0.091,0.1,-1.1,-1.1
Kyle Gullett,Southeast Missouri State,Forward,Swingman,0.910599173,0.600218025,Inactive,23,285,2.7,8.8,0.311,1,4.3,0.227,1.8,4.5,0.391,0.6,1,0.6,6.7,2.7,1.4,0.2,1.8,4.3,7.9,93.8,113.4,6.1,0.422,0.411,0.511,0.111,47,5.4,7.8,6.5,8.9,1.4,0.4,16,9.6,0,0.1,0.1,0.02,-4.7,-1.6,-6.3
Kyle Guy,Virginia,Guard,Swingman,1.69447319,0.010534959,Active,34,634,9.4,21.4,0.439,4.1,10.7,0.382,5.3,10.8,0.495,2.6,3.7,0.714,6,4.7,1.4,0.1,2.2,3.9,26.8,116.1,97.3,17.9,0.578,0.563,0.502,0.171,227,1,10.4,5.8,15.2,1.4,0.2,8.7,22.3,1.5,1.2,2.7,0.173,5.1,1.9,7
Kyle Haber,Brown,Forward,Swingman,1.207871294,0.703585612,Active,37,385,4,10.7,0.375,2.1,4.6,0.452,1.9,6.1,0.317,1.9,3.3,0.591,6.5,1.8,1.8,0.4,2.5,3.1,11.8,94.4,110.6,7.9,0.485,0.465,0.569,0.306,81,4.7,7.8,6.3,5.8,1.8,0.8,17.1,12.9,0.1,0.2,0.3,0.033,-2.7,-1.8,-4.5
Kyle Hittle,Incarnate Word,Guard,Shooting Wing,0.468719462,0.766323864,Inactive,84,2904,8.7,17.4,0.502,5.1,8.5,0.593,3.7,8.9,0.414,4.7,6.4,0.725,9.7,3.3,1.6,0.6,2.6,3.6,25.8,122.5,104.1,20.3,0.631,0.607,0.511,0.37,1216,3.7,15.6,9.8,12,1.6,1,11.2,20.4,8.4,3.5,11.9,0.164,3.3,-2.2,1.1
Kyle Hunt,Middle Tennessee,Forward,Versatile Forward,-1.998783176,0.817431436,Inactive,19,223,7.5,15.5,0.483,7.5,14.7,0.509,0,0.8,0,5.9,9.3,0.629,14.7,0.5,1.6,0.8,4.5,6.9,20.8,99.7,97.8,14.9,0.523,0.483,0.052,0.603,76,11.5,18.3,14.8,2.1,1.6,1.7,18.6,20.7,0.2,0.4,0.6,0.106,-4.1,-2.1,-6.2
Kyle Ingram,Idaho State,Forward,Versatile Forward,-2.439774639,0.982985483,Inactive,31,634,6.9,13.1,0.53,6.8,13,0.527,0.1,0.1,1,2.5,4,0.609,12.6,3,0.8,3,3.2,8.3,16.4,105.8,106.3,14.3,0.547,0.534,0.007,0.309,200,7.9,17,12.5,10.8,0.8,5.9,17.8,16.2,0.7,0.7,1.4,0.088,-3.6,1.6,-2
Kyle Johnson,Long Island University,Guard,Shooting Wing,0.309716352,1.397556833,Inactive,124,1808,7.4,18.6,0.385,3.9,8.8,0.414,3.6,9.7,0.36,3.5,4.8,0.77,11.9,1.9,1.7,0.4,2.5,3.1,21.9,112.5,101.6,16.9,0.516,0.482,0.536,0.245,662,6.9,15.5,11.2,7.1,1.7,0.8,11.9,19.6,5.3,4.7,10,0.133,2,-0.7,1.3
Kyle Jones,Arkansas-Pine Bluff,Guard,Game Manager,2.619978176,-0.851821919,Inactive,56,379,2.8,10.4,0.273,0.2,0.6,0.25,2.7,9.7,0.274,0.5,1.3,0.375,2.7,3.1,1.3,0,3.3,3.5,8.8,76.4,111.3,2.8,0.401,0.402,0.939,0.121,58,1.8,3.7,2.7,10.6,1.3,0,23.1,12.3,-0.3,0.1,-0.2,-0.017,-5.3,-5.4,-10.7
Kyle Kager,American,Forward,Shooting Wing,-0.541536013,0.662475381,Inactive,62,755,6.9,15.1,0.459,5.5,10.4,0.529,1.4,4.6,0.302,3.9,5.3,0.733,13.1,3.4,1.5,0.8,4.9,5,19.1,96.6,98.5,12.9,0.544,0.506,0.308,0.349,216,6.4,19.4,13.4,11.5,1.5,1.4,21.8,20,0.4,1.3,1.7,0.089,-3.2,0,-3.2
Kyle Kelm,Milwaukee,Forward,Shooting Wing,-0.460306382,0.648542747,Inactive,125,2805,6.6,14.3,0.463,5.7,10.4,0.543,1,3.9,0.247,5.2,7.7,0.671,10.4,2.6,1,0.8,3.7,4.5,19.4,103.9,104.8,13.5,0.539,0.496,0.272,0.537,888,6.7,14.6,10.4,9.9,1,1.4,16.9,18.7,3.3,2.9,6.3,0.089,-1.1,-0.1,-1.2
Kyle Koszuta,Louisiana-Monroe,Guard,Game Manager,3.008471502,-0.869691093,Inactive,48,606,4.6,12.8,0.357,1.2,4,0.3,3.4,8.9,0.382,1.5,2.4,0.625,3.3,5.5,3.2,0,5,5.7,14,86.5,108.8,7.8,0.502,0.488,0.69,0.186,144,0.6,6.9,3.5,19,3.2,0,26.3,16.6,-0.1,0.4,0.2,0.015,-3.1,-2.8,-5.9
Kyle Kuric,Louisville,Guard,Shooting Wing,0.789153017,1.083494591,Inactive,118,2715,7.4,16.1,0.46,3.8,6.6,0.579,3.6,9.6,0.377,2.4,3.2,0.76,7.9,2.1,2.1,0.6,1.7,3.8,20.8,123.4,97.8,17,0.591,0.571,0.592,0.198,834,5,10.1,7.5,7.1,2.1,1.1,9,16.2,7,4.6,11.6,0.163,5.4,2.8,8.2
Kyle Kuzma,Utah,Forward,Versatile Forward,-1.307257429,1.121360129,Active,96,2013,10.8,21.4,0.506,9.4,16.5,0.567,1.5,4.9,0.302,5,7.9,0.631,15.5,4.1,0.9,1,4.4,4.4,28.2,110.6,98.8,21.1,0.559,0.541,0.23,0.369,960,9.7,20.5,15.5,14,0.9,1.8,14.9,25.9,4.7,3.5,8.2,0.163,2.8,1.8,4.7
Kyle Leufroy,Lehigh,Guard,Swingman,1.27827753,0.181508631,Active,63,1788,7.8,17.1,0.456,4.7,9.8,0.477,3.2,7.4,0.429,3.6,4.4,0.83,7.5,3.9,2.4,0.4,4.5,4.1,22.4,103.6,102.4,14.9,0.584,0.548,0.43,0.257,639,1.8,13.2,7.7,12.9,2.4,0.8,18.8,21.1,2.1,2.5,4.6,0.103,0,-0.3,-0.3
Kyle Lewis,Denver,Guard,Swingman,1.077603496,-0.611096327,Inactive,120,1105,4.2,11,0.411,2.4,5.8,0.467,1.8,5.2,0.362,2.2,3,0.781,3.5,4.1,1.2,0.2,2.3,8,12.4,98.7,109,6.6,0.545,0.508,0.536,0.277,218,1.7,6,3.9,13.4,1.2,0.4,17.5,13.6,3.2,0.5,3.8,0.047,-3.6,-2.9,-6.5
Kyle Mallers,Ball State,Forward,Shooting Wing,0.471469603,0.008346961,Active,34,379,3.2,10.3,0.31,0.6,2.8,0.211,2.6,7.5,0.346,1.7,2.3,0.75,8,2.3,1.2,1,2.2,5.8,10.7,101,106.6,7.6,0.471,0.437,0.732,0.225,84,6.5,9.4,8,6.9,1.2,1.9,16,12,0.2,0.4,0.6,0.063,-2.1,-0.3,-2.5
Kyle McClanahan,Florida,Guard,Swingman,1.685087161,0.852639273,Inactive,33,77,1.6,3.9,0.455,1.6,3.2,0.571,0,0.8,0.25,4.7,7.9,0.583,5.5,1.6,3.2,0.8,3.9,3.9,7.9,80.1,99,6.4,0.539,0.5,0.364,1.091,10,1.6,8.9,5.2,4.4,3.2,1.4,29.5,9.8,0,0.1,0.2,0.045,3.5,10.5,14
Kyle McElvain,Texas-Arlington,Guard,Swingman,1.150526444,0.270871585,Inactive,33,177,4.5,14.5,0.311,1.3,3.5,0.364,3.2,11,0.294,0.6,0.6,1,4.5,1,1.6,0,1.9,7.4,12.9,89.9,112,4.2,0.435,0.422,0.756,0.044,36,1.9,6.9,4.4,3.1,1.6,0,11.5,14.4,0,0.1,0.1,0.017,-2.9,-3.1,-6.1
Kyle McLeroy,Sam Houston State,Guard,Game Manager,3.504402445,-1.863118443,Inactive,25,64,3.7,11.2,0.333,0.9,1.9,0.5,2.8,9.3,0.3,5.6,6.5,0.857,4.7,10.2,0.9,0,6.5,2.8,15.8,100.6,100.9,10.7,0.555,0.458,0.833,0.583,21,1.8,7.2,4.5,30.3,0.9,0,31.4,17.4,0.1,0.1,0.2,0.097,-3.5,-4.2,-7.7
Kyle Meyer,Iowa,Center-Forward,Scoring Wing,-1.920436991,0.185369073,Active,76,1024,3.5,8.3,0.426,3.3,6.6,0.5,0.2,1.7,0.138,1.9,3.3,0.589,12.8,2.2,1.3,2,2.8,8.5,9.3,101.9,101,9.6,0.468,0.44,0.206,0.397,205,10.2,13.7,12,5.9,1.3,3.8,21.9,10.7,0.6,1.6,2.2,0.086,-0.3,3.8,3.5
Kyle Noreen,Radford,Forward,Shooting Wing,0.541449985,0.680736178,Inactive,132,3037,3.7,8.6,0.428,2.3,4,0.58,1.4,4.6,0.295,1,1.9,0.515,7.7,3.6,1.5,0.7,1.4,5.1,9.7,114.4,107.1,10,0.51,0.507,0.536,0.219,570,5.2,10.6,7.6,10.7,1.5,1.1,13,9.3,3.5,2.5,5.9,0.078,-1.2,-0.6,-1.9
Kyle O'Quinn,Norfolk State,Center,Offensive Big,-3.937281472,-0.529307571,Inactive,129,3024,10.3,18.4,0.553,9.6,15.4,0.62,0.7,3.1,0.261,5.8,8.5,0.685,18.6,2.1,1.1,4.9,4.3,6.1,27.2,114.9,95.9,26.1,0.602,0.577,0.188,0.44,1367,11.6,25.6,18.7,8.5,1.1,8.8,16.4,23,9.4,6.3,15.7,0.186,2.2,3.2,5.4
Kyle Odister,Cal Poly,Guard,Swingman,1.849938908,-0.044932493,Inactive,115,2059,8.2,21.4,0.385,2.8,7.3,0.38,5.5,14.1,0.388,1.7,2.3,0.747,5.2,4,2.1,0.1,3,5.1,23.7,106.4,109.6,14.3,0.526,0.512,0.657,0.109,686,2.3,8.4,5.1,14.1,2.1,0.2,11.8,21.7,3.3,1.2,4.5,0.087,2.1,-2.1,-0.1
Kyle Pearson,Fairleigh Dickinson,Forward,Shooting Wing,0.358886701,0.603078095,Inactive,37,367,7.8,16.6,0.471,6.2,12,0.52,1.6,4.6,0.345,2.6,5.1,0.5,7.2,1,1.9,0.8,3,4.1,19.8,96.2,116.1,12.3,0.52,0.519,0.279,0.308,108,3.8,11,7.3,3.6,1.9,1.4,13.7,19.3,0.2,0,0.2,0.02,-3.9,-4.6,-8.5
Kyle Perkins,Utah,Guard,Swingman,1.253512785,0.802304409,Inactive,19,129,4,7.9,0.5,3,5,0.6,1,3,0.333,0,0.5,0,5,1.5,2,0,3,1.5,8.9,85.6,116,6.7,0.546,0.563,0.375,0.063,17,3,7.6,5.2,5.5,2,0,26.7,10,0,0,0,-0.013,-3.6,-1.5,-5.1
Kyle Perricone,Santa Clara,Guard,Shooting Wing,0.29783398,1.188477432,Inactive,27,69,6.8,17.9,0.381,1.7,5.1,0.333,5.1,12.8,0.4,0.9,1.7,0.5,12.8,3.4,0.9,0,2.6,3.4,19.6,106.9,105.3,14.8,0.524,0.524,0.714,0.095,21,6.5,20,12.9,12.2,0.9,0,12,18.1,0.1,0.1,0.2,0.094,2,-3.4,-1.4
Kyle Petersen,Akron,Guard,Shooting Wing,-0.230818815,1.604288953,Inactive,18,33,3.6,18.1,0.2,3.6,7.2,0.5,0,10.8,0,7.2,9,0.8,12.7,0,1.8,0,3.6,9,14.5,72,97.2,2.9,0.323,0.2,0.6,0.5,8,7.3,18,12.6,0,1.8,0,13.9,22.3,-0.1,0.1,0,-0.003,-6.4,-5.6,-12
Kyle Randall,North Carolina-Greensboro,Guard,Game Manager,1.818786553,-0.330355576,Inactive,93,2598,5.9,17,0.349,4.4,11.9,0.371,1.5,5.1,0.299,3.3,4.3,0.773,4.5,5.2,1.5,0,4.2,3.3,16.7,91.1,114.2,9,0.439,0.395,0.303,0.251,792,2.4,7,4.5,18.5,1.5,0.1,18.2,19.6,0.4,0.2,0.6,0.009,-1.6,-3.4,-5
Kyle Randall,Central Michigan,Guard,Game Manager,1.967890494,0.008671884,Inactive,31,1068,10,23.7,0.423,6.2,14.1,0.443,3.8,9.6,0.393,9.4,11,0.855,6.2,4.5,1.4,0.1,5.1,2.4,33.2,110.5,114.5,20.9,0.574,0.502,0.406,0.466,531,2.5,11.6,6.6,19.5,1.4,0.1,15,29.3,3.2,-0.1,3.1,0.117,4.3,-4.2,0.1
Kyle Reid,Eastern Washington,Forward,Scoring Wing,-2.141385343,-0.456643391,Inactive,59,347,4.5,8,0.563,4.5,7.8,0.574,0,0.2,0,2.5,5,0.5,11.5,1.7,2.2,2.2,2.3,11,11.5,110.8,106.7,11.4,0.554,0.563,0.021,0.625,78,7.5,16.1,11.8,4.6,2.2,3.9,18.4,11.1,0.4,0.3,0.7,0.082,-2.7,0,-2.6
Kyle Rhoades,Western Carolina,Forward,Versatile Forward,-1.484908234,1.679762663,Active,28,212,6,12.5,0.478,4.9,10.3,0.474,1.1,2.2,0.5,4.3,6.2,0.696,15.7,3,2.4,0.5,6,9.2,17.4,95.5,102.9,13.7,0.562,0.522,0.174,0.5,67,11.4,19.5,15.3,11.1,2.4,1.2,27.9,18.3,0.1,0.3,0.4,0.069,-4.2,0.3,-3.9
Kyle Richardson,Long Beach State,Forward,Scoring Wing,-2.185349255,-0.268769237,Inactive,105,1439,7.2,13.8,0.523,7.2,13.7,0.526,0,0.1,0,3,5.1,0.593,12,1.6,1.5,1.7,4.7,7.5,17.5,97,106.2,12.5,0.538,0.523,0.006,0.369,432,10.2,14.7,12.4,5.4,1.5,3,22.4,18.4,0.8,1.4,2.2,0.062,-3.3,0,-3.3
Kyle Riley,Howard,Guard,Game Manager,2.592574684,-0.648264573,Inactive,95,1303,6.5,16.5,0.393,5.3,11,0.499,1.3,5.5,0.261,2.8,4.8,0.617,4.1,5.6,2.5,0.1,5.2,3.8,17.1,86.4,108.3,9.4,0.475,0.451,0.443,0.288,371,1.4,6.7,3.9,23.7,2.5,0.2,20.4,20.1,0.4,1,1.4,0.014,-2.6,-2.8,-5.4
