Player,School,Pos,labels,X1,X2,Status,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM
A.C. Reid,Liberty,Guard,Game Manager,1.664976795,-0.459989993,Active,96,2018,5.4,16.2,0.332,1.3,3.2,0.396,4.1,13,0.316,1.3,1.8,0.7,6,4.1,1.6,0.3,3.6,5.7,16.2,88.6,105,7.7,0.473,0.459,0.801,0.113,523,0.8,11.3,6.1,14.2,1.6,0.7,17.2,18.6,-0.4,2.3,1.9,0.037,-3.1,-1.8,-5
A.J. Astroth,Vanderbilt,Forward-Guard,Versatile Forward,-1.101804445,1.817658832,Active,65,1002,6,13.4,0.448,5.2,10,0.521,0.8,3.4,0.232,3.9,6.3,0.61,15.3,1.8,1.9,0.5,2.8,6,16.7,106.1,100.3,14.3,0.508,0.478,0.251,0.471,284,9.8,19.1,14.3,6.4,1.9,0.9,14.7,16,1.1,1.5,2.6,0.106,-1.8,-0.5,-2.3
A.J. Atkinson,Davidson,Guard,Versatile Forward,-1.062458225,1.404997131,Inactive,44,71,5,11.6,0.438,3.3,5,0.625,1.7,6.6,0.25,2.5,4.1,0.6,12.4,1.7,0,0,1.7,7.4,14,104.2,103.7,9.6,0.517,0.5,0.5,0.313,15,4.8,20.5,12.4,5.8,0,0,14,12.8,0.1,0.1,0.1,0.075,1.4,-1.8,-0.4
A.J. Avery,Western Michigan,Forward,Offensive Big,-2.718992787,0.867912464,Inactive,111,1475,5.5,12.1,0.457,5.4,11.7,0.459,0.2,0.4,0.4,4.3,6.5,0.658,14,1.4,1.3,2.3,2.9,8.7,15.5,105.9,103.3,13.4,0.51,0.463,0.033,0.537,418,11.5,16.5,13.9,4.6,1.3,4.8,16.1,15.7,1.7,1.9,3.6,0.097,-2.5,1.6,-0.9
A.J. Cheeseman,New Orleans,Forward,Scoring Wing,-1.378323542,-1.95098107,Active,20,99,4.7,9.3,0.5,4.7,9.3,0.5,0,0,0,2.9,6.4,0.455,8.7,3.5,1.2,1.7,4.7,11.6,12.2,84.1,99.2,5.5,0.495,0.5,0,0.688,21,2.5,15.4,9.1,10.9,1.2,3.5,27.4,14.5,0,0.2,0.1,0.048,-7.1,0.7,-6.3
A.J. Cockrell,Texas-San Antonio,Forward,Scoring Wing,-1.853183433,-0.146820614,Inactive,32,421,5.5,11.7,0.467,5.5,11.6,0.472,0,0.1,0,3,5.2,0.575,9,1,1,1,2.5,9.6,13.9,99.4,117.9,8.9,0.491,0.467,0.011,0.444,112,8.2,10.6,9.3,3.7,1,2.2,14.8,14.6,0.2,0,0.2,0.021,-4.5,-3,-7.4
A.J. Davis,Wyoming,Guard,Swingman,1.294798637,0.715322902,Inactive,119,2315,10.1,22.3,0.452,6.8,12.5,0.55,3.3,9.8,0.322,6.6,8.9,0.72,8.6,2.6,3.6,0.6,5.1,4.7,30,103.5,101.5,20.7,0.559,0.521,0.427,0.402,1021,3.5,14.8,8.8,10.7,3.6,1.2,16.5,27.5,4.4,3,7.4,0.123,3.1,-1,2.1
A.J. Davis,Tennessee,Guard,Shooting Wing,0.365017415,0.36411393,Active,86,2190,5.4,14.5,0.375,4.2,10.2,0.412,1.2,4.3,0.287,5.7,7.9,0.727,12,4.6,1.6,0.8,4.6,5.2,17.8,97.4,97.9,12.3,0.489,0.418,0.297,0.547,696,4.9,16,10.9,15.7,1.6,1.4,20.1,19.5,1.2,4.1,5.3,0.096,-0.7,3.3,2.6
A.J. Edwards,Yale,Guard,Swingman,1.92977548,1.209426168,Inactive,23,81,3.8,13.7,0.278,1.5,1.5,1,2.3,12.2,0.188,3,4.6,0.667,6.1,4.6,0.8,0,3,3.8,12.9,93.3,104,6.4,0.408,0.361,0.889,0.333,19,4.6,7.4,6,14.3,0.7,0,16.1,15.9,0,0.1,0.1,0.058,-1.5,-2.3,-3.8
A.J. English,Iona,Guard,Game Manager,1.950580898,-0.63404332,Inactive,112,3855,8.9,21.1,0.423,4.4,8.9,0.489,4.6,12.2,0.374,6.8,8.6,0.792,7.1,7.4,2,0.8,4.8,3.8,29.2,113.3,107.3,20.6,0.58,0.531,0.578,0.408,2005,2.2,11.4,7,25.1,2,1.3,16,26.3,10.7,3.5,14.1,0.146,4.7,-1.3,3.4
A.J. Hammons,Purdue,Center,Defensive Big,-4.241994983,-1.747537525,Inactive,132,3201,11.5,21.4,0.539,11.4,20.9,0.544,0.1,0.4,0.261,6.8,9.8,0.69,17.5,2,0.9,6.4,5.1,6.1,29.9,108.6,93.7,25.5,0.574,0.541,0.02,0.46,1449,11.3,21.7,16.6,7.5,0.9,11.2,16.4,26.2,7,6.8,13.8,0.173,1.1,6.8,8
A.J. Hardeman,New Mexico,Forward,Scoring Wing,-2.261111032,-0.355677883,Inactive,137,2320,6.8,13.2,0.515,6.8,13.2,0.517,0,0,0,3.5,6.7,0.493,11.8,1.3,1.5,2.2,3.4,7.5,17.1,102.4,96.9,13.3,0.516,0.515,0.005,0.499,666,10.8,12.3,11.6,4.4,1.5,4.3,17.6,16.9,2.6,4.8,7.4,0.112,-1.3,3.5,2.2
A.J. Harris,Ohio State,Guard,Game Manager,2.509241643,-1.1030667,Inactive,35,479,3.9,12.2,0.323,2,6.2,0.32,2,6,0.327,2.3,3.5,0.679,4.3,7.3,1.5,0.1,4.4,4.9,12.2,87.9,105,6.5,0.441,0.404,0.495,0.283,117,0.5,7.3,4,22.4,1.5,0.2,24.3,15.8,-0.1,0.6,0.4,0.036,-2.1,-0.1,-2.3
A.J. Hess,Southern Utah,Guard,Shooting Wing,0.448485368,0.290115472,Active,124,3041,6.8,16.9,0.406,2.6,5.7,0.461,4.2,11.1,0.377,3.7,4.4,0.853,8.1,2.2,1.1,0.7,2.5,5.1,21.6,110,112,14.1,0.571,0.53,0.661,0.259,993,2,14.6,8.3,8.4,1.1,1.3,11.7,19,4.9,1.3,6.2,0.082,0.7,-2.9,-2.2
A.J. Jacobson,North Dakota State,Guard,Shooting Wing,0.461025158,0.006089755,Active,90,2976,6.8,15.9,0.429,3.6,7.7,0.472,3.2,8.2,0.389,4.8,6,0.789,8.3,3.3,0.9,0.9,2.5,4.8,21.6,114.4,103.4,15.7,0.576,0.53,0.518,0.38,998,1.8,14.1,8.1,11.1,0.9,1.6,11.9,18.9,6,3.8,9.8,0.132,1.2,-0.2,1
A.J. John,Pepperdine,Forward,Offensive Big,-2.754154804,-0.736537271,Inactive,55,625,3.5,9.1,0.379,3.5,8.5,0.404,0,0.6,0,1.7,2.7,0.643,12.8,0.7,1,2.3,3.5,10.3,8.6,77.9,100,4.9,0.416,0.379,0.063,0.295,99,6.7,17.4,12.2,2,1,4,24.9,12,-0.5,1,0.5,0.033,-6.4,2.6,-3.8
A.J. Jones,Southeast Missouri State,Forward,Shooting Wing,0.15431608,-0.125883909,Inactive,33,666,9.1,19.9,0.459,6.5,13.8,0.472,2.6,6.1,0.429,3.8,6.2,0.611,9.5,4.6,1.6,0.8,5.9,7.1,24.6,97.4,106,14.9,0.54,0.524,0.306,0.314,279,6.5,11.9,9.4,15.7,1.6,1.3,20.5,25.4,0.7,0.5,1.2,0.073,-1.2,-2.4,-3.6
A.J. Lapray,Oregon,Guard,Swingman,1.168453196,-0.383982127,Inactive,34,381,4,12.9,0.309,1.3,3.8,0.333,2.7,9.1,0.298,0.8,1.4,0.556,5.7,2.2,1.7,0.8,3,6.7,11.4,78.7,102.6,4.2,0.422,0.414,0.704,0.111,67,0.9,9.7,5.4,6.8,1.8,1.4,18.2,14.4,-0.3,0.5,0.2,0.02,-3.7,1.1,-2.6
A.J. Lawson,North Texas,Guard,Shooting Wing,0.274050195,0.96297487,Active,30,694,10.5,23.6,0.446,9.2,18.9,0.489,1.3,4.7,0.271,5.2,8.8,0.596,10.6,2.5,2.5,0.4,3.9,5.8,27.6,98.4,104.9,17.4,0.496,0.473,0.201,0.371,325,6.8,13.6,10.2,10.5,2.5,0.8,12.4,27.9,0.6,0.8,1.4,0.083,-1.2,-1.7,-2.8
A.J. Lynch,Austin Peay,Guard,Game Manager,2.291627762,-1.310358148,Inactive,36,488,3.5,14,0.254,2.2,8,0.279,1.3,5.9,0.22,1.4,3.2,0.444,5.3,7,1.9,0.6,6.4,4.6,9.8,66.5,111,2,0.317,0.301,0.424,0.229,110,2.6,8.3,5.4,21.8,1.9,1,29.2,19,-1.1,0.2,-0.9,-0.073,-8.4,-3.6,-12
A.J. Mathew,Toledo,Guard,Swingman,1.951295737,0.698144657,Inactive,39,235,1.8,5.9,0.304,0.8,3.1,0.25,1,2.8,0.364,0.8,1.3,0.6,5.4,3.3,3.3,0,1.5,5.4,5.4,97,102.6,6.8,0.414,0.391,0.478,0.217,28,3.2,7.8,5.5,9.7,3.3,0,19.1,7,0.1,0.3,0.3,0.056,-2.4,0.2,-2.1
A.J. Merriweather,East Tennessee State,Guard,Shooting Wing,-0.059184977,1.570574172,Active,121,2935,7.4,15,0.494,6.1,11.9,0.51,1.3,3.1,0.431,4.8,6.6,0.718,11.6,2.9,3.1,0.4,4.2,5.6,20.9,108.1,101.1,17,0.576,0.538,0.206,0.442,1080,7.2,15.9,11.6,10.1,3.1,0.9,18.7,19.5,4.6,4.5,9.1,0.123,-0.2,0.9,0.7
A.J. Mosby,Alcorn State,Guard,Swingman,1.889259851,0.367651707,Active,32,995,6.5,16.3,0.4,3.1,7.4,0.414,3.4,8.8,0.388,2.9,3.7,0.794,8.7,5.1,2.5,0.2,2.8,3.2,19.3,110.6,98.2,15.4,0.537,0.505,0.543,0.225,328,2.6,13.3,8,17.1,2.5,0.3,13.7,17.7,1.6,1.8,3.4,0.136,-0.2,-0.5,-0.7
A.J. Pacher,Wright State,Forward,Versatile Forward,-1.893250138,0.548081271,Inactive,133,2127,9.3,19.1,0.488,7.7,13.8,0.558,1.6,5.4,0.308,5.4,7.7,0.701,12.5,2.3,1,0.8,5.1,10.3,25.7,101.2,97.1,15.1,0.564,0.531,0.28,0.402,817,8.2,19.1,13.5,9.3,1,1.7,18.2,24.8,2.6,3.8,6.4,0.12,-1.1,-0.1,-1.2
A.J. Patty,Murray State,Forward,Offensive Big,-2.582585451,0.443469779,Inactive,18,93,6.6,19,0.345,6.6,15.7,0.417,0,3.3,0,6.6,7.9,0.833,15.1,0,2,2,2.6,10.5,19.7,95.6,99.7,12.1,0.432,0.345,0.172,0.414,30,10.5,20.8,15.5,0,2,3.8,10.3,22,0,0.2,0.2,0.083,-7.9,-4.3,-12.2
A.J. Riley,Eastern Illinois,Guard,Swingman,1.120444294,0.131218278,Inactive,30,629,8.7,20.9,0.415,6.8,14.9,0.456,1.9,6,0.313,8.4,11.9,0.703,9.4,5.6,2.1,0.4,6,6.3,27.6,100.3,107.2,16.8,0.52,0.46,0.286,0.571,305,6.9,11.3,9.1,19.9,2.1,0.7,18.3,28.4,0.8,0.6,1.4,0.087,-1.1,-1.8,-2.9
A.J. Rogers,Saint Joseph's,Forward,Scoring Wing,-1.743310565,-1.146069055,Inactive,86,592,4.8,10,0.486,4.8,10,0.486,0,0,0,2.8,5.3,0.519,9.5,1.1,2.1,2.6,3.4,8.5,12.4,91,98.1,9.6,0.498,0.486,0,0.505,126,6.8,12.5,9.6,3.7,2.1,4.6,22.7,13.7,0.1,1,1.1,0.067,-4.7,1.9,-2.9
A.J. Rompza,Central Florida,Guard,Game Manager,3.462276241,-0.314762647,Inactive,112,2391,5.2,13.4,0.373,3.1,6.7,0.437,2.2,6.6,0.306,3.2,4.7,0.699,5.2,8.7,4.2,0.1,4,4.4,15.8,104.7,99.7,15,0.489,0.448,0.488,0.353,706,1.9,8.3,5.1,28.3,4.2,0.1,22.3,16.6,2.9,4.4,7.3,0.11,1.8,0.9,2.7
A.J. Spencer,Long Beach State,Guard,Shooting Wing,0.455512693,0.350943707,Inactive,67,1796,7.4,16.5,0.45,6,11.9,0.505,1.4,4.6,0.308,2.3,3.2,0.71,6.7,3.4,1,0.2,2.2,4.9,18.6,107.1,108.9,11.8,0.515,0.493,0.281,0.196,544,3.6,9.2,6.3,11.5,1,0.4,10.9,17.3,2.2,1.5,3.7,0.082,0,-0.4,-0.3
A.J. Spencer,Alabama State,Guard,Game Manager,2.366164604,-2.327639405,Inactive,41,762,2.5,8.4,0.296,2.3,6.6,0.353,0.2,1.8,0.087,4,5.6,0.708,4.9,9.7,2.3,0.3,6.4,6.5,9.1,80,100.3,6.1,0.411,0.306,0.213,0.667,170,2.5,7.3,4.8,33.2,2.3,0.6,36.6,14.7,-0.6,1.1,0.5,0.026,-9.9,-2.9,-12.8
A.J. Stewart,Kentucky,Forward,Defensive Big,-3.551346304,-1.223875551,Inactive,60,164,10.9,21.8,0.503,10.9,19.3,0.537,0,2.6,0.154,4.5,8.3,0.607,18.3,3.5,1.6,5.1,6.7,5.8,26.3,96.6,97.5,22.7,0.53,0.51,0.087,0.376,85,16.7,20.9,18.7,14.5,1.6,9.8,24.8,28.1,0.6,0.9,1.5,0.107,-1.7,3.6,1.9
A.J. Turner,Boston College,Forward,Swingman,1.456608556,0.414177503,Active,59,1731,5,12.9,0.386,2.5,5.4,0.472,2.4,7.5,0.325,1.7,2.5,0.68,6.7,4.5,1.5,0.6,1.7,2.8,14.1,104.9,109.6,11.1,0.5,0.481,0.583,0.192,443,2,12,6.8,14.9,1.5,1.1,11.1,14.1,1.5,1.3,2.8,0.065,0.4,1.2,1.6
A.J. Walton,Baylor,Guard,Game Manager,2.124455366,-0.08991454,Inactive,141,3413,4.7,11.8,0.401,3.5,8.3,0.429,1.2,3.5,0.333,2.9,4.5,0.653,7,7.9,3.9,0.2,5.2,6.8,13.5,95.3,96.3,11.7,0.487,0.45,0.297,0.383,948,3.1,10.6,7,23.3,3.9,0.3,27.2,16.2,1.8,5.9,7.7,0.091,0.6,3.4,3.9
A'Torey Everett,Tennessee State,Guard,Swingman,0.519037705,-0.514181365,Active,24,233,4.2,11,0.386,3.2,9.2,0.351,1,1.7,0.571,5,6.2,0.8,5.2,4.2,0.5,0.2,4.7,8.2,14.5,93.9,103.9,5.9,0.519,0.432,0.159,0.568,60,1.5,9.1,5.2,13.6,0.5,0.6,25.4,16,0,0.3,0.3,0.059,-5.2,-1.2,-6.4
A'Torri Shine,Grambling,Guard,Swingman,0.845451316,0.351080196,Inactive,58,1852,8.3,20.5,0.406,5.9,12.8,0.458,2.5,7.7,0.32,5.5,7.4,0.748,7.1,1.9,1.5,0.4,4.1,3.9,24.7,99.3,116.2,13.6,0.512,0.466,0.376,0.359,703,4,10.4,7.1,8.8,1.5,0.7,14.5,24.5,1.6,0.2,1.8,0.039,-1.8,-5.5,-7.3
A'uston Calhoun,Bowling Green State,Forward,Versatile Forward,-1.552739218,0.809805518,Inactive,99,2855,11.4,25.2,0.454,10.6,22.3,0.474,0.8,2.9,0.293,5.2,7,0.741,13,1.4,1.2,1.2,4.1,4.8,28.9,100.4,101,18.6,0.506,0.47,0.114,0.278,1210,8.4,18,12.9,5.3,1.2,2.2,12.6,27.9,4.2,3.6,7.8,0.11,-1.7,-1.8,-3.5
Aakim Saintil,South Alabama,Guard,Game Manager,1.888404808,-0.306068244,Inactive,31,705,4.7,14.2,0.329,3.1,8.3,0.371,1.6,6,0.271,5.5,7.5,0.739,5.3,4.9,2.7,0.2,3.8,8.7,16.5,96.2,105.7,9,0.465,0.386,0.419,0.527,204,2.5,7.4,4.9,16.5,2.7,0.3,17.7,18.3,0.2,0.8,1.1,0.061,-2.1,-1,-3.1
Aakim Saintil,Long Island University,Guard,Game Manager,3.180248608,-1.212318554,Inactive,31,906,6.8,18.4,0.368,4.7,10.5,0.448,2.1,7.9,0.262,8.1,10,0.807,4.2,8.8,2.8,0.1,5.4,6.3,23.7,102.6,107,15,0.512,0.424,0.428,0.546,416,1.4,6.9,4.1,30.7,2.8,0.1,19,24.5,1.2,0.9,2.1,0.092,-0.3,-3.7,-4
Aalim Moor,San Jose State,Guard,Swingman,1.169719473,-0.841703769,Inactive,65,359,5.3,12,0.438,3.6,8.1,0.449,1.6,4,0.417,0.2,0.5,0.333,4.1,4.8,1.6,0.5,3.5,6.6,12.4,91.7,109.2,7.6,0.504,0.507,0.329,0.041,74,0.9,7.7,4,17.2,1.7,0.9,22,13.3,0.1,0.2,0.2,0.027,-3.5,-2.3,-5.9
Aamahd Walker,UC-Santa Barbara,Guard,Shooting Wing,0.859221108,1.07855483,Inactive,17,73,6.9,18.2,0.381,6.1,13.9,0.438,0.9,4.3,0.2,4.3,7.8,0.556,10.4,1.7,4.3,0.9,4.3,6.1,19.1,86.2,98.5,11.3,0.435,0.405,0.238,0.429,21,7,12.3,9.8,5.4,4.3,1.6,16.5,22.5,0,0.1,0.1,0.051,-4.6,0.4,-4.2
Aaren Edmead,Wagner,Guard,Game Manager,2.347813546,-0.984354458,Inactive,62,984,5.2,15.2,0.343,2.2,6.5,0.343,3,8.8,0.342,3.7,5.1,0.718,3.4,5,1.7,0.2,4.4,5.5,17.1,95.8,106.7,8.2,0.484,0.441,0.575,0.335,284,1.6,4.9,3.2,16.2,1.7,0.4,20.1,18.3,0.4,0.9,1.4,0.055,-2.5,-3.1,-5.6
Aaric Armstead,Northern Illinois,Guard,Shooting Wing,0.234806975,1.006983091,Active,124,3530,6.7,17.9,0.374,4.9,12,0.409,1.8,5.9,0.305,5,7.4,0.678,10.7,2,2.6,1,3.6,4.2,20.2,97.8,98.4,13.8,0.472,0.425,0.33,0.412,1156,6.4,14.3,10.3,7.1,2.6,2.1,14.4,21.1,2.3,6.2,8.5,0.096,-1.9,1.6,-0.3
Aaric Murray,La Salle,Center,Offensive Big,-2.577668466,-0.775159742,Inactive,127,3433,11.5,24.1,0.477,9.9,19.4,0.509,1.6,4.7,0.347,6.9,9.4,0.73,14.9,2.5,1.8,4.7,4.6,6.4,31.5,110.1,101.2,24.9,0.551,0.511,0.195,0.39,1705,9.6,19.7,14.6,9.9,1.8,7.9,13.9,27.9,8.6,4.8,13.4,0.156,1.8,2,3.8
Aaron (Gordo) Castillo,New Mexico State,Guard,Swingman,1.459364352,0.556696313,Inactive,32,854,6.2,14.3,0.431,1.7,3.1,0.543,4.5,11.2,0.4,2.8,3.3,0.857,5.8,2,1.4,0.2,2.1,3.7,19.7,122,104.9,14.5,0.619,0.588,0.782,0.232,254,2.9,8.8,5.9,7.2,1.4,0.4,11.7,15.5,1.9,0.8,2.7,0.129,4.4,-1,3.4
Aaron Adeoye,Ball State,Forward,Offensive Big,-2.339662727,0.586880118,Inactive,92,1610,5.5,12.5,0.441,5.3,11.5,0.457,0.2,0.9,0.24,3,4.8,0.63,14.7,1.7,1.5,1.7,4.3,8.2,14.3,92.3,99.2,10.8,0.483,0.45,0.076,0.386,401,10.1,18.8,14.3,5.8,1.5,3.2,22.5,16.1,0.3,2.6,2.8,0.07,-4.4,1.2,-3.2
Aaron Anderson,Fresno State,Guard,Swingman,0.869954694,0.163760423,Active,83,1847,3.9,8.6,0.453,2.8,5.8,0.495,1,2.8,0.367,3.4,4.5,0.752,8.6,6.2,1.7,0.2,4.3,5.7,12.2,103.2,110.1,10.6,0.569,0.513,0.328,0.529,478,4.5,12.7,8.6,18.9,1.7,0.3,28.4,13.1,1.5,1.2,2.7,0.058,-0.6,0.1,-0.5
Aaron Anderson,North Dakota,Guard,Game Manager,2.081701534,0.108857131,Inactive,133,3772,6.5,14.7,0.44,4.1,9.1,0.458,2.3,5.6,0.412,7,8.7,0.813,5.4,5.6,2.2,0.1,3.2,2.8,22.3,118.1,105.8,18.1,0.593,0.519,0.384,0.589,1424,2,9.5,5.5,19.5,2.2,0.2,14.6,19.2,9.8,3.5,13.3,0.141,1.9,-2.2,-0.3
Aaron Anderson,Kennesaw State,Forward,Versatile Forward,-2.382684995,1.855748111,Inactive,92,2854,7,13.3,0.528,7,13,0.537,0.1,0.3,0.188,2.4,5.3,0.455,16,1.8,1.3,1,2.5,4.9,16.5,106.9,110.5,16,0.522,0.53,0.026,0.399,784,10.7,23.9,16.6,6.9,1.3,1.7,13.5,15.7,4,1,5,0.071,-1.7,-1.8,-3.6
Aaron Ariri,Troy,Forward,Offensive Big,-3.084852466,0.813458023,Active,68,553,4.1,9.6,0.429,4.1,9.4,0.438,0,0.2,0,2.5,5.7,0.444,16.4,0.5,0.8,1.5,3,7.8,10.8,93.1,104.8,9.5,0.437,0.429,0.022,0.593,123,13.5,18.2,15.8,1.7,0.8,2.8,19.4,13.2,0.1,0.6,0.7,0.049,-5.6,-1.6,-7.1
Aaron Armstead,Green Bay,Guard,Swingman,0.764946779,0.280377273,Inactive,91,1661,6.7,17.4,0.385,4,9.3,0.434,2.7,8.1,0.329,3.6,4.8,0.752,7.1,2.2,2.1,0.4,3.6,7,19.7,99.4,102.9,11,0.5,0.461,0.465,0.277,485,3.7,10.2,6.8,8,2.1,0.8,15.6,19.6,1.3,2.1,3.4,0.082,-1.1,-0.7,-1.8
Aaron Asp,Houston Baptist,Guard,Swingman,0.456300677,-0.350779223,Inactive,26,83,0.7,13.1,0.05,0.7,7.8,0.083,0,5.2,0,6.5,9.1,0.714,7.2,2,0.7,0,5.2,9.8,7.8,50.9,110.8,-5.5,0.225,0.05,0.4,0.7,14,4.9,10.5,7.3,5.9,0.7,0,23.1,19.2,-0.3,0,-0.3,-0.121,-11.9,-5.1,-17
Aaron Augustin,Stephen F. Austin,Guard,Game Manager,2.529122508,-1.114778102,Active,33,419,2.3,7.4,0.315,1.7,4.7,0.353,0.7,2.8,0.25,1.4,3.2,0.435,4,7.4,2.6,0,5,6.2,6.7,76.7,101.4,4,0.377,0.361,0.37,0.426,74,2.1,6.4,4.3,23.5,2.6,0,35.7,11.9,-0.4,0.6,0.2,0.023,-6.2,-0.7,-6.9
Aaron Austin,Hampton,Guard,Game Manager,1.101430453,-1.216077199,Inactive,39,626,3.6,10.9,0.333,3,8.3,0.36,0.7,2.6,0.25,2.1,4.3,0.5,6,5.5,2.1,0.7,5.4,8.1,10.1,72.4,98.2,3.9,0.389,0.363,0.239,0.393,125,2.3,9.4,5.7,19.4,2.1,1.2,29.5,15.5,-0.8,0.9,0.1,0.009,-7.2,-0.2,-7.4
Aaron Bacote,Old Dominion,Guard,Game Manager,1.793475598,-0.392977878,Inactive,137,3773,8.3,20.6,0.401,5.4,11.8,0.455,2.9,8.8,0.33,7.4,9.3,0.796,6.6,5.9,1.9,0.3,4.7,4.7,26.9,107.7,103,17,0.536,0.472,0.426,0.453,1543,2.2,10.2,6.1,20.2,1.9,0.6,15.9,24.8,7.4,4.9,12.2,0.13,2,-1.2,0.8
Aaron Bodager,North Florida,Guard,Swingman,1.376494178,0.707489287,Active,101,1979,5.1,12.4,0.41,0.9,1.6,0.579,4.1,10.8,0.384,1,1.3,0.787,7,2.8,1.5,0.1,2.7,4.1,15.3,112,111.4,10.9,0.589,0.577,0.871,0.106,526,3.7,9.7,6.9,8.4,1.5,0.1,17.1,13.6,2.6,1.1,3.7,0.075,0.7,-2.3,-1.6
Aaron Bowen,Georgetown,Forward,Shooting Wing,-0.054532767,0.719298464,Inactive,111,1410,8,16.5,0.483,6.7,11.7,0.577,1.2,4.8,0.255,2.7,5.5,0.492,10,2.9,3,1,4,7.6,19.8,99.6,100.5,14.1,0.52,0.52,0.293,0.331,438,7.3,12.4,9.9,10.1,3,1.9,17.3,19.9,1.2,2.2,3.3,0.094,0.9,2.3,3.2
Aaron Bracket,North Carolina-Greensboro,Forward,Versatile Forward,-1.907493901,0.906042483,Inactive,63,1351,6.5,13.9,0.47,6.5,13.4,0.483,0.1,0.5,0.154,2.2,3.4,0.654,13,1.2,1.6,1.2,2.9,6.3,15.4,98.4,108.8,12.4,0.495,0.473,0.039,0.241,361,7.2,20.6,13.4,4.1,1.6,2.4,15.7,15.7,0.9,0.8,1.7,0.05,-3.1,-0.5,-3.6
Aaron Brennan,IUPUI,Forward,Versatile Forward,-0.925821541,0.772597602,Active,92,1750,7.6,16.1,0.472,6.6,13.6,0.482,1,2.5,0.419,3.3,4.4,0.748,10.4,2.9,1.6,0.9,3.5,7.2,19.5,103.3,106.7,13.9,0.536,0.504,0.153,0.271,571,6.5,15.1,10.7,10.2,1.6,1.7,16.1,18.8,1.9,1.7,3.6,0.082,-1.8,0.1,-1.7
Aaron Bright,Stanford,Guard,Game Manager,2.329226008,-1.051379265,Inactive,135,3626,6.4,17.1,0.376,3.1,7.9,0.399,3.3,9.3,0.356,4.5,5.4,0.831,3.3,7.1,1.1,0,4.1,4.4,20.7,106.6,104.6,12.7,0.525,0.472,0.541,0.317,1280,1,5.9,3.3,23.7,1.1,0,17.3,20.4,6.1,3.5,9.6,0.106,2.2,-1.2,1
Aaron Broussard,Seattle,Forward,Shooting Wing,-0.185227088,1.878650628,Inactive,89,2474,10.1,21.9,0.463,8.4,16.6,0.505,1.8,5.3,0.331,4.7,6.9,0.673,12.1,2.2,2.8,0.2,3.6,4.3,26.7,110.3,100.2,22.3,0.53,0.503,0.243,0.316,869,9.4,15.9,12.4,8.7,2.8,0.5,12.4,24.3,4.3,2.4,6.7,0.109,1.8,-0.6,1.2
Aaron Brown,West Virginia,Forward,Shooting Wing,0.542045955,0.674402741,Inactive,116,2303,7.5,18,0.419,5.7,12.7,0.449,1.8,5.2,0.347,4.3,6.3,0.686,8,2.9,1.3,0.2,3.1,4.4,21.2,102.5,104.5,12.9,0.506,0.47,0.292,0.35,764,4.5,10.8,7.6,10,1.3,0.4,12.9,20.6,2.6,2.5,5.1,0.089,0,-0.2,-0.1
Aaron Brown,Temple,Guard,Swingman,0.882190127,0.631389998,Inactive,129,2813,7.9,18.9,0.42,4.6,9.4,0.49,3.3,9.5,0.352,5.5,7.8,0.696,7.6,3.1,1.3,0.1,3.1,5,24.7,109.2,104.8,15.2,0.546,0.509,0.502,0.415,1039,4,11.3,7.7,11,1.3,0.1,12.2,22.4,5.3,3.1,8.3,0.118,2.5,-1.4,1.1
Aaron Brown,Mount St. Mary's,Forward,Shooting Wing,-0.343594662,1.626549586,Inactive,35,68,6.2,19.4,0.318,4.4,6.2,0.714,1.8,13.2,0.133,0,2.6,0,13.2,1.8,1.8,0.9,3.5,6.2,14.1,69.7,104.7,5.5,0.342,0.364,0.682,0.136,16,7,21.3,13.7,6.3,1.8,1.6,14.6,21,-0.1,0.1,-0.1,-0.036,-7.2,-3.9,-11
Aaron Calixte,Maine,Guard,Game Manager,1.500959022,-0.869774831,Active,65,1874,6.4,15.3,0.419,4.7,9.9,0.471,1.7,5.4,0.322,2.9,3.3,0.866,4.4,5.8,1.1,0.1,5.3,4.1,17.4,92,116.6,9,0.517,0.476,0.352,0.219,608,2.6,6.7,4.6,21.4,1.1,0.2,23.9,19.5,0.1,0,0.1,0.002,-3.4,-4.2,-7.6
Aaron Carter,Indiana State,Guard,Swingman,0.589484416,0.183231102,Inactive,127,1329,7,16.7,0.401,3.3,7,0.452,3.6,9.7,0.361,6.3,7.7,0.812,8,2.2,1.4,0.8,3.5,6.1,23.9,113,103.7,16.2,0.561,0.502,0.561,0.418,472,4.8,10.4,7.7,8.2,1.4,1.5,16.4,20.7,4.4,2.1,6.5,0.133,2.2,0.5,2.7
Aaron Carver,Old Dominion,Forward,Scoring Wing,-1.988996809,-0.679214761,Active,27,209,3,9.9,0.303,3,9.3,0.323,0,0.6,0,1.8,3,0.6,11.4,1.2,2.1,3,1.8,8.1,7.8,86,94.8,8,0.344,0.303,0.061,0.303,32,8.8,12,10.3,3.6,2.1,6.1,13.7,10.9,-0.1,0.4,0.4,0.074,-5.8,4.8,-1
